annotation_id,pair_id,column_id,span_a,span_b,relation_type,relation_strength,alignment_direction,is_core_column,supports_resonance,notes,reviewer_decision,reviewer_note,batch,source,dataset_name,difficulty_level,sample_stratum,spot_review_decision,spot_review_note,spot_review_applied
F300V1-0154,2736359,C02,遥拜,便拜,semantic_substitution,weak,A_to_B,0,1,B把A建议的“遥拜”改写为抵达后的实际拜见动作。,revise,“遥拜→便拜”可以保留为动作落实/动作改写的辅助栏，但它不是主链，强度降为 weak。,hard19,文本对话,世说新语,hard,hard_negative_or_boundary,,,0
F300V1-0106,2737971,C01,他,他,coreference_or_demonstrative,strong,mutual,1,1,A/B都围绕同一人物“他”继续展开。,keep,accepted in hard19 review,hard19,影视对白,subtitle-useless,hard,rule_negative_random,,,0
F300V1-0106,2737971,C02,他回到队上了,不敢相信,pragmatic_function,medium,A_to_B,1,1,B对A给出的命题作出惊讶性回应，而不是提供新的平行内容。,keep,命题到情态反应的映射较抽象，但 B 明确对 A 的命题作出惊讶性回应，可保留为 pragmatic_function。,hard19,影视对白,subtitle-useless,hard,rule_negative_random,,,0
F300V1-0013,2998903,C01,胜于,胜于,lexical_reproduction,strong,mutual,1,1,A/B共享同一比较构式中心“胜于”。,keep,accepted in hard19 review,hard19,日常对话,chatterbot,hard,rule_positive,,,0
F300V1-0013,2998903,C02,优美胜于丑陋.,明了胜于晦涩.,syntactic_parallelism,strong,A_to_B,1,1,两轮都采用“X 胜于 Y”的稳定比较框架，是该样本的主链。,keep,accepted in hard19 review,hard19,日常对话,chatterbot,hard,rule_positive,,,0
F300V1-0043,2651422,C01,一旦,就,syntactic_parallelism,strong,A_to_B,1,1,A的条件前件由B以“就”引出结果后件，形成典型跨句条件结构配对。,keep,“一旦…就…”跨话轮配对明确，可保留为 core syntactic_parallelism。,hard19,多模态语料,local-audio-demo,hard,rule_positive,,,0
F300V1-0043,2651422,C02,你一旦告诉我它是兔子,我就没法吃了,pragmatic_function,strong,A_to_B,1,1,B补足了A提出的条件句后果，是该样本的核心跨句承接。,keep,A 提供条件前件，B 补出结果后件，构成条件到结果的核心语用承接，可保留。,hard19,多模态语料,local-audio-demo,hard,rule_positive,,,0
F300V1-0008,2723050,C01,我,你,coreference_or_demonstrative,strong,A_to_B,0,1,A中的自称“我”在B中被转成对该说话人的“你”。,keep,accepted in hard19 review,hard19,文本对话,骆驼祥子,hard,rule_positive,,,0
F300V1-0008,2723050,C02,赁出一辆，我自己拉一辆，凑合了！,那还不是一样？,contrast,strong,A_to_B,1,1,B直接否定A提出方案的改善效果，是该样本的主链。,keep,accepted in hard19 review,hard19,文本对话,骆驼祥子,hard,rule_positive,,,0
F300V1-0081,2719051,C01,少平,他,coreference_or_demonstrative,strong,A_to_B,1,1,B中的“他”稳定回指A中的“少平”。,keep,accepted in hard19 review,hard19,文本对话,平凡的世界,hard,rule_positive,,,0
F300V1-0081,2719051,C02,要交给你。,让他进来一块吃饭嘛！,pragmatic_function,medium,A_to_B,1,1,B围绕A中的交接场景给出新的行动安排，形成对前句事件的语用性回应。,keep,交接场景到邀请行动的承接虽然依赖语境，但 B 的行动安排明确围绕 A 中“少平”事件展开，可保留。,hard19,文本对话,平凡的世界,hard,rule_positive,,,0
F300V1-0224,2724233,C01,先生,小生,coreference_or_demonstrative,strong,A_to_B,1,1,A对B的称呼“先生”在B中转换为自称“小生”。,keep,accepted in hard19 review,hard19,文本对话,清平山堂话本,hard,potential_false_negative,,,0
F300V1-0224,2724233,C02,琴中之意，妾已备知。,死也甘心。,pragmatic_function,strong,A_to_B,1,1,B以强烈情感回应A对琴中情意的判断，是该样本的主链。,keep,情意判断到强烈情感回应跨度较大，但这是该 pair 的主要语用承接，可保留为 core。,hard19,文本对话,清平山堂话本,hard,potential_false_negative,,,0
F300V1-0159,2735303,C01,你摘馈我些叶儿。,要做甚麽？,pragmatic_function,strong,A_to_B,1,1,B不是回答A，而是追问A提出行动的用途，是典型语用性承接。,keep,该 pair 只有追问链，但 B 明确追问 A 所提出行动的用途，可作为单栏 core 保留。,hard19,文本对话,朴通事,hard,hard_negative_or_boundary,,,0
F300V1-0214,2785425,C01,真.破车迷,还是孔帝不行,pragmatic_function,weak,A_to_B,1,1,B用继续抱怨球队人与决策的方式，语用上承接A的讽刺性标签。,revise,该样本高度依赖论坛语境，只能弱保留为“标签→继续抱怨内容”的语用承接；因该 pair 只有一栏，仍保留为 core。,hard19,网络回帖,贴吧回帖,hard,potential_false_negative,keep,accepted in targeted spot review,1
F300V1-0117,2723842,C01,浑忘却。,斯言,coreference_or_demonstrative,weak,A_to_B,1,1,B用“斯言”指向A中被忘却的那番话语内容。,keep,“浑忘却→斯言”虽简略，但 B 的“斯言”可回指 A 所涉话语内容，弱保留为 core。,hard19,文本对话,唐传奇,hard,rule_negative_random,,,0
F300V1-0111,2785026,C01,某些球迷,破车迷,semantic_substitution,strong,A_to_B,1,1,B用更具体也更带立场色彩的“破车迷”压缩概括A中的群体。,keep,“某些球迷→破车迷”可保留为论坛语境中的群体标签替换，但不再扩展整句评价辅助栏。,hard19,网络回帖,贴吧回帖,hard,rule_negative_random,keep,accepted in targeted spot review,1
F300V1-0097,2668887,C01,哈哈哈,好笑,semantic_substitution,medium,A_to_B,0,1,B把A的笑声行为转写为显性的“好笑”评价位。,revise,“哈哈哈→好笑”可保留为笑声行为到显性评价位的辅助替换，但主链应由 C02 的追问式回应承担。,hard19,日常对话,qingyun-11w,hard,rule_negative_random,,,0
F300V1-0097,2668887,C02,哈哈哈~丝车~,有什么好笑的,pragmatic_function,strong,A_to_B,1,1,B将A的笑声与调侃话语转化为追问式回应。,keep,accepted in hard19 review,hard19,日常对话,qingyun-11w,hard,rule_negative_random,,,0
F300V1-0017,2651506,C01,像果腐那样新鲜的果腐,不是,repair,strong,A_to_B,1,1,B用极简否定直接纠正A的整体判断，是该样本的唯一稳定主链。,keep,accepted in hard19 review,hard19,多模态语料,local-audio-demo,hard,rule_positive,,,0
F300V1-0150,2735985,C01,井丹高洁,未若长卿慢世。,contrast,strong,A_to_B,1,1,两轮都采用“人物 + 品评”的紧凑框架，B在同框架下反向比较。,revise,该样本主链不是严格 analogy，而是人物品评结构中的比较/评价对照；用 contrast 比 syntactic_parallelism 或 analogy 更稳。,hard19,文本对话,世说新语,hard,rule_negative_random,,,0
F300V1-0128,2733691,C01,今之乐犹古之乐也,可得闻与？,pragmatic_function,strong,A_to_B,1,1,B把A关于“今之乐/古之乐”的论断转成进一步听闻的请求。,keep,单栏追问承接可保留；B 把 A 关于“今之乐/古之乐”的论断转为进一步请求说明。,hard19,文本对话,孟子,hard,rule_negative_random,,,0
F300V1-0092,2723587,C01,之,某,coreference_or_demonstrative,strong,A_to_B,1,1,B用“某”填出A中“之”所指的人物或对象。,keep,“之→某”可保留为跨句指称位，B 显化 A 所深忆之对象。,hard19,文本对话,唐传奇,hard,rule_negative_random,,,0
F300V1-0092,2723587,C02,深忆之。,即某是也。,pragmatic_function,strong,A_to_B,1,1,B给出A所深忆之人的识别性回应，是该样本的核心问答式承接。,keep,A 的陈述性前提由 B 转成识别性回应，可保留为 pragmatic_function。,hard19,文本对话,唐传奇,hard,rule_negative_random,,,0
F300V1-0205,2730840,C01,皇极,此,coreference_or_demonstrative,strong,A_to_B,1,1,B中的“此”直接回指A单独提出的术语“皇极”。,keep,accepted in hard19 review,hard19,文本对话,朱子语类,hard,hard_negative_or_boundary,,,0
F300V1-0205,2730840,C02,皇极,人君为治之心法,pragmatic_function,strong,A_to_B,1,1,B对A给出的术语做出定义式说明，是该样本的主链。,keep,单词提示到定义解释的关系较强，可保留为 core pragmatic_function。,hard19,文本对话,朱子语类,hard,hard_negative_or_boundary,,,0
F300V1-0220,2733787,C01,此非距心之所得为也,今有受人之牛羊而为之牧之者,analogy,strong,A_to_B,1,1,B先搭建一个“受托照料牛羊”的责任结构，用来映射A中的判断难题。,keep,A 命题与 B 设喻之间的主类比链成立，可保留为 core analogy。,hard19,文本对话,孟子,hard,potential_false_negative,keep,accepted in targeted spot review,1
F300V1-0220,2733787,C02,非距心之所得为也,则反诸其人乎？抑亦立而视其死与？,analogy,strong,A_to_B,1,1,B把A的判断转移到“应否放任牛羊死去”的责任追问上，以设喻推进论证。,keep,B 将 A 的判断难题转化为“是否放任牛羊死去”的责任追问，可保留为 core analogy，但不再额外保留 C03 行动者位辅助栏。,hard19,文本对话,孟子,hard,potential_false_negative,keep,accepted in targeted spot review,1
