annotation_id,pair_id,column_id,span_a,span_b,relation_type,relation_strength,alignment_direction,is_core_column,supports_resonance,notes,draft_confidence,needs_human_review,review_reason,reviewer_decision,reviewer_note,reviewed_relation_type,reviewed_relation_strength,reviewed_is_core_column,reviewed_supports_resonance,reviewed_status,batch,spot_review_decision,spot_review_note,spot_review_applied
F300V1-0167,2841351,C01,什么样的电脑,各种计算机,slot_filling,strong,A_to_B,1,1,B用设备类型范围填入A的“什么样的电脑”槽位。,high,0,,keep,accepted in easy_medium21 review,slot_filling,strong,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0167,2841351,C02,电脑,计算机,semantic_substitution,medium,A_to_B,1,1,B把口语化“电脑”改写为“计算机”。,medium,1,“电脑/计算机”更像术语改写，但仍需人工确认是否单列替换位。,revise,“电脑/计算机”是术语层面的替换，可以作为辅助栏；核心链由“什么样的电脑→各种计算机”和设备列表承担。,semantic_substitution,medium,0,1,revised_in_gold_candidate,easy_medium21,,,0
F300V1-0167,2841351,C03,什么样,"MAC,IBM或UNIX",slot_filling,medium,A_to_B,0,1,B以并列列表进一步细化设备类型。,medium,0,,keep,accepted in easy_medium21 review,slot_filling,medium,0,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0046,2751328,C01,什么是共产主义,"一个社会政治运动主张生产资料,并带来一个无阶级社会的阶级解决冲突的共同所有权。",slot_filling,strong,A_to_B,1,1,B以定义式回答填补A的“什么是X”槽位。,high,0,,keep,accepted in easy_medium21 review,slot_filling,strong,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0046,2751328,C02,什么,一个社会政治运动,slot_filling,medium,A_to_B,0,1,B先给出类别层面的定义起点。,medium,0,,keep,accepted in easy_medium21 review,slot_filling,medium,0,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0046,2751328,C03,共产主义,无阶级社会,semantic_substitution,weak,A_to_B,0,1,B把“共产主义”定义中的结果性特征压缩到“无阶级社会”。,low,1,定义链较乱，此栏容易滑向纯话题相关，需人工严格复核。,keep,accepted in easy_medium21 review,semantic_substitution,weak,0,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0033,2723890,C01,何计通耗,可附信,slot_filling,strong,A_to_B,1,1,B以具体通信方法回答A的“何计通耗”提问。,high,0,,keep,accepted in easy_medium21 review,slot_filling,strong,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0033,2723890,C02,通耗,附信,semantic_substitution,medium,A_to_B,1,1,B把抽象的通耗之计落实为附信之法。,medium,1,“通耗/附信”既像填槽也像语义落实，需人工确认主标签。,revise,“通耗/附信”更像对 A 中通信方法槽位的具体落实，不宜标为 semantic_substitution；核心栏由 C01 承担。,slot_filling,medium,0,1,revised_in_gold_candidate,easy_medium21,,,0
F300V1-0033,2723890,C03,仙人路绝,若遇雁府上人,pragmatic_function,medium,A_to_B,0,1,B先设定能够通信的条件，再给出方法。,medium,1,条件设定是否单列为辅助栏需要人工判断。,keep,accepted in easy_medium21 review,pragmatic_function,medium,0,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0250,2705383,C01,定没这事,怕不做出来,contrast,strong,A_to_B,1,1,A否认事件发生，B反向坚持其可能发生。,high,0,,keep,accepted in easy_medium21 review,contrast,strong,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0250,2705383,C02,这事,做出来,coreference_or_demonstrative,medium,A_to_B,1,1,B沿着A否认的同一事件位继续断言其可能发生。,medium,1,事件位映射较抽象，需人工确认是否足够稳定。,keep,accepted in easy_medium21 review,coreference_or_demonstrative,medium,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0250,2705383,C03,莫要造次,他在东京兀自去李师师家去,pragmatic_function,medium,A_to_B,0,1,B通过补充事证反驳A的安抚和劝止。,medium,0,,keep,accepted in easy_medium21 review,pragmatic_function,medium,0,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0053,2735845,C01,何以不下意,会不能用。,slot_filling,strong,A_to_B,1,1,B以原因性短答回应A的“何以”提问。,high,0,,keep,accepted in easy_medium21 review,slot_filling,strong,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0053,2735845,C02,何以,不能用,slot_filling,medium,A_to_B,1,1,B把A的原因槽位具体填为“不能用”。,high,0,,keep,accepted in easy_medium21 review,slot_filling,medium,1,1,kept_in_gold_candidate,easy_medium21,,,0
F300V1-0053,2735845,C03,不下意,不能用,pragmatic_function,weak,A_to_B,0,1,B把A对态度问题的追问转成能力或条件解释。,low,1,态度位与能力位的对应较弱，需人工确认是否保留辅助栏。,delete,“不下意→不能用”对应较弱，C01/C02 已经覆盖核心原因填槽链。,pragmatic_function,weak,0,1,excluded_from_gold_candidate,easy_medium21,,,0
F300V1-0219,2735511,C01,卖去,卖之,lexical_reproduction,strong,A_to_B,1,1,B直接复现A中被建议的处理动作“卖去”。,high,0,,keep,accepted in hard19 review,lexical_reproduction,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0219,2735511,C02,或语令卖去,宁可不安己而移于他人哉？,repair,strong,A_to_B,1,1,B对“卖去”的建议提出伦理性纠偏，指出不能把祸患转移给他人。,medium,1,该栏兼具反驳与伦理推理，需人工确认 relation_type 以免把单纯反对误标成 repair。,keep,可保留为 repair；B 不只是反对“卖去”，而是对该处理方案作伦理性纠偏。,repair,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0219,2735511,C03,卖去,移于他人,semantic_substitution,medium,A_to_B,0,1,B把“卖去”明确改写为“把后果移于他人”，用于解释其为何反对该建议。,low,1,“卖去→移于他人”是解释性替换，需人工确认是否具备足够明确的替换位。,keep,“卖去→移于他人”有明确替换位，可保留为辅助 semantic_substitution。,semantic_substitution,medium,0,1,kept_in_gold_candidate,hard19,,,0
F300V1-0154,2736359,C01,拜,拜,lexical_reproduction,strong,mutual,1,1,B落实了A中建议的“拜”这一动作。,high,0,,keep,accepted in hard19 review,lexical_reproduction,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0154,2736359,C02,遥拜,便拜,semantic_substitution,medium,A_to_B,0,1,B把A建议的“遥拜”改写为抵达后的实际拜见动作。,medium,1,“遥拜→便拜”既像动作落实也像语义改写，需人工确认是否保留为辅助栏。,revise,“遥拜→便拜”可以保留为动作落实/动作改写的辅助栏，但它不是主链，强度降为 weak。,semantic_substitution,weak,0,1,revised_in_gold_candidate,hard19,,,0
F300V1-0106,2737971,C01,他,他,coreference_or_demonstrative,strong,mutual,1,1,A/B都围绕同一人物“他”继续展开。,high,0,,keep,accepted in hard19 review,coreference_or_demonstrative,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0106,2737971,C02,他回到队上了,不敢相信,pragmatic_function,medium,A_to_B,1,1,B对A给出的命题作出惊讶性回应，而不是提供新的平行内容。,medium,1,命题到情态反应的映射较抽象，需人工确认该栏是否足以构成稳定跨句纵栏。,keep,命题到情态反应的映射较抽象，但 B 明确对 A 的命题作出惊讶性回应，可保留为 pragmatic_function。,pragmatic_function,medium,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0013,2998903,C01,胜于,胜于,lexical_reproduction,strong,mutual,1,1,A/B共享同一比较构式中心“胜于”。,high,0,,keep,accepted in hard19 review,lexical_reproduction,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0013,2998903,C02,优美胜于丑陋.,明了胜于晦涩.,syntactic_parallelism,strong,A_to_B,1,1,两轮都采用“X 胜于 Y”的稳定比较框架，是该样本的主链。,high,0,,keep,accepted in hard19 review,syntactic_parallelism,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0013,2998903,C03,优美,明了,analogy,medium,A_to_B,0,1,B把A中的正面评价位迁移到另一组正向属性上。,low,1,评价词替换是否上升为 analogy 需要人工确认，避免只因平行结构就自动类比化。,delete,“优美→明了”不宜上升为 analogy。该样本主链已经由“胜于→胜于”和整句“X胜于Y”平行结构承担，拆出评价词 analogy 容易过度标注。,analogy,medium,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0013,2998903,C04,丑陋,晦涩,analogy,medium,A_to_B,0,1,B把A中的负向评价位迁移到另一组负向属性上。,low,1,该栏与整句平行链高度相关，需人工确认是否保留为辅助 analogy 栏。,delete,“丑陋→晦涩”与 C03 同理，不宜因为平行结构就自动标为 analogy；删除以避免把平行结构过度类比化。,analogy,medium,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0043,2651422,C01,一旦,就,syntactic_parallelism,strong,A_to_B,1,1,A的条件前件由B以“就”引出结果后件，形成典型跨句条件结构配对。,medium,1,“一旦…就…”的跨句配对较强，但仍需人工确认是否作为 syntactic_parallelism 主链保留。,keep,“一旦…就…”跨话轮配对明确，可保留为 core syntactic_parallelism。,syntactic_parallelism,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0043,2651422,C02,你一旦告诉我它是兔子,我就没法吃了,pragmatic_function,strong,A_to_B,1,1,B补足了A提出的条件句后果，是该样本的核心跨句承接。,medium,1,该栏属于条件到结果的跨句补全，需人工确认是否应保留为 pragmatic_function 而非更纯结构类标签。,keep,A 提供条件前件，B 补出结果后件，构成条件到结果的核心语用承接，可保留。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0008,2723050,C01,我,你,coreference_or_demonstrative,strong,A_to_B,0,1,A中的自称“我”在B中被转成对该说话人的“你”。,medium,0,,keep,accepted in hard19 review,coreference_or_demonstrative,strong,0,1,kept_in_gold_candidate,hard19,,,0
F300V1-0008,2723050,C02,赁出一辆，我自己拉一辆，凑合了！,那还不是一样？,contrast,strong,A_to_B,1,1,B直接否定A提出方案的改善效果，是该样本的主链。,high,0,,keep,accepted in hard19 review,contrast,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0008,2723050,C03,凑合了！,还是不着家儿！,semantic_substitution,weak,A_to_B,0,1,B把A所说的“凑合”后果重释为“仍旧不着家”的负面结果。,low,1,这类结果性改写容易滑向普通话题评论，需人工确认是否真有明确替换位。,delete,“凑合了→还是不着家儿”结果性改写较宽，容易滑向普通话题评论；C02 已足够支撑主链。,semantic_substitution,weak,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0081,2719051,C01,少平,他,coreference_or_demonstrative,strong,A_to_B,1,1,B中的“他”稳定回指A中的“少平”。,high,0,,keep,accepted in hard19 review,coreference_or_demonstrative,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0081,2719051,C02,要交给你。,让他进来一块吃饭嘛！,pragmatic_function,medium,A_to_B,1,1,B围绕A中的交接场景给出新的行动安排，形成对前句事件的语用性回应。,medium,1,交接场景到邀请行动的承接较自然，但其是否构成稳定纵栏仍需人工复核。,keep,交接场景到邀请行动的承接虽然依赖语境，但 B 的行动安排明确围绕 A 中“少平”事件展开，可保留。,pragmatic_function,medium,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0224,2724233,C01,先生,小生,coreference_or_demonstrative,strong,A_to_B,1,1,A对B的称呼“先生”在B中转换为自称“小生”。,high,0,,keep,accepted in hard19 review,coreference_or_demonstrative,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0224,2724233,C02,琴中之意，妾已备知。,死也甘心。,pragmatic_function,strong,A_to_B,1,1,B以强烈情感回应A对琴中情意的判断，是该样本的主链。,medium,1,情意判断到情感回应的映射跨度较大，需人工确认该栏的边界是否过宽。,keep,情意判断到强烈情感回应跨度较大，但这是该 pair 的主要语用承接，可保留为 core。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0224,2724233,C03,有私奔之心,得见花颜,semantic_substitution,weak,A_to_B,0,1,B没有直接回应“私奔之心”，而是把情意落到“得见花颜”的愿望上。,low,1,该栏较容易退化为普通情感同题相关，需人工确认是否应保留。,delete,“有私奔之心→得见花颜”情感同题相关较强，但明确替换位不足，容易过度解释；C01/C02 已足够。,semantic_substitution,weak,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0159,2735303,C01,你摘馈我些叶儿。,要做甚麽？,pragmatic_function,strong,A_to_B,1,1,B不是回答A，而是追问A提出行动的用途，是典型语用性承接。,medium,1,该样本只有追问链，需人工确认单栏是否足够支撑 pair-level resonance。,keep,该 pair 只有追问链，但 B 明确追问 A 所提出行动的用途，可作为单栏 core 保留。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0214,2785425,C01,真.破车迷,还是孔帝不行,pragmatic_function,medium,A_to_B,1,1,B用继续抱怨球队人与决策的方式，语用上承接A的讽刺性标签。,low,1,该样本高度依赖论坛语境，需人工确认“标签→抱怨内容”是否足以构成稳定跨句纵栏。,revise,该样本高度依赖论坛语境，只能弱保留为“标签→继续抱怨内容”的语用承接；因该 pair 只有一栏，仍保留为 core。,pragmatic_function,weak,1,1,revised_in_gold_candidate,hard19,keep,accepted in targeted spot review,1
F300V1-0117,2723842,C01,浑忘却。,斯言,coreference_or_demonstrative,weak,A_to_B,1,1,B用“斯言”指向A中被忘却的那番话语内容。,low,1,A中未明说被忘内容，需人工确认“浑忘却→斯言”是否允许作为跨句指称栏。,keep,“浑忘却→斯言”虽简略，但 B 的“斯言”可回指 A 所涉话语内容，弱保留为 core。,coreference_or_demonstrative,weak,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0117,2723842,C02,浑忘却。,何人不欲斯言耶？,pragmatic_function,medium,A_to_B,0,1,B对A所忘之言作出评价式追问，而不是简单重复该内容。,low,1,该栏的命题桥接较强依赖解释，需人工确认是否保留辅助栏。,delete,“浑忘却→何人不欲斯言耶”命题桥接依赖解释较多，作为辅助栏必要性不足；C01 已覆盖核心指称承接。,pragmatic_function,medium,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0111,2785026,C01,某些球迷,破车迷,semantic_substitution,strong,A_to_B,1,1,B用更具体也更带立场色彩的“破车迷”压缩概括A中的群体。,medium,1,“某些球迷→破车迷”带强烈论坛语境色彩，需人工确认是否属于稳定可解释替换位。,keep,“某些球迷→破车迷”可保留为论坛语境中的群体标签替换，但不再扩展整句评价辅助栏。,semantic_substitution,strong,1,1,kept_in_gold_candidate,hard19,keep,accepted in targeted spot review,1
F300V1-0111,2785026,C02,某些球迷是多么的可笑,真.破车迷,pragmatic_function,medium,A_to_B,0,1,B用短标签压缩承接A的整体评价立场。,medium,1,评价命题被压缩成标签时容易过宽，需人工确认是否保留为辅助栏。,delete,“某些球迷是多么的可笑→真.破车迷”整句评价压缩过宽，容易把论坛标签承接扩展成普通话题相关；C01 已足够。,pragmatic_function,medium,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0097,2668887,C01,哈哈哈,好笑,semantic_substitution,medium,A_to_B,1,1,B把A的笑声行为转写为显性的“好笑”评价位。,medium,1,笑声行为与“好笑”概念间是解释性改写，需人工确认是否具备足够明确替换位。,revise,“哈哈哈→好笑”可保留为笑声行为到显性评价位的辅助替换，但主链应由 C02 的追问式回应承担。,semantic_substitution,medium,0,1,revised_in_gold_candidate,hard19,,,0
F300V1-0097,2668887,C02,哈哈哈~丝车~,有什么好笑的,pragmatic_function,strong,A_to_B,1,1,B将A的笑声与调侃话语转化为追问式回应。,medium,0,,keep,accepted in hard19 review,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0017,2651506,C01,像果腐那样新鲜的果腐,不是,repair,strong,A_to_B,1,1,B用极简否定直接纠正A的整体判断，是该样本的唯一稳定主链。,high,0,,keep,accepted in hard19 review,repair,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0150,2735985,C01,井丹高洁,未若长卿慢世。,syntactic_parallelism,strong,A_to_B,1,1,两轮都采用“人物 + 品评”的紧凑框架，B在同框架下反向比较。,medium,1,该样本同时带比较与人物替换，需人工确认主链应归为平行还是类比。,revise,该样本主链不是严格 analogy，而是人物品评结构中的比较/评价对照；用 contrast 比 syntactic_parallelism 或 analogy 更稳。,contrast,strong,1,1,revised_in_gold_candidate,hard19,,,0
F300V1-0150,2735985,C02,井丹,长卿,analogy,medium,A_to_B,1,1,B以另一人物接管A中的人物评价位置，形成结构性转移。,low,1,人物位替换是否足以上升为 analogy 需要人工确认。,delete,“井丹→长卿”只是人物评价位替换，不宜单独上升为 analogy；主链由 C01 的人物品评对照承担。,analogy,medium,1,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0150,2735985,C03,高洁,慢世,analogy,medium,A_to_B,0,1,B以不同评价维度承接A的人物品评位。,low,1,评价维度更替容易和普通并列品评混淆，需人工确认是否保留。,delete,“高洁→慢世”是评价维度更替，容易与普通并列品评混淆，不宜单独保留为 analogy 栏。,analogy,medium,0,1,excluded_from_gold_candidate,hard19,,,0
F300V1-0128,2733691,C01,今之乐犹古之乐也,可得闻与？,pragmatic_function,strong,A_to_B,1,1,B把A关于“今之乐/古之乐”的论断转成进一步听闻的请求。,medium,1,该样本主要依赖追问承接，需人工确认单栏是否足够支撑该 pair 的共鸣。,keep,单栏追问承接可保留；B 把 A 关于“今之乐/古之乐”的论断转为进一步请求说明。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0092,2723587,C01,之,某,coreference_or_demonstrative,strong,A_to_B,1,1,B用“某”填出A中“之”所指的人物或对象。,medium,1,A中的“之”过于简略，需人工确认其是否足以与“某”构成稳定跨句指称位。,keep,“之→某”可保留为跨句指称位，B 显化 A 所深忆之对象。,coreference_or_demonstrative,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0092,2723587,C02,深忆之。,即某是也。,pragmatic_function,strong,A_to_B,1,1,B给出A所深忆之人的识别性回应，是该样本的核心问答式承接。,medium,1,A并未显式提问而是陈述性前提，需人工确认“识别性回应”是否宜放在 pragmatic_function 下。,keep,A 的陈述性前提由 B 转成识别性回应，可保留为 pragmatic_function。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0205,2730840,C01,皇极,此,coreference_or_demonstrative,strong,A_to_B,1,1,B中的“此”直接回指A单独提出的术语“皇极”。,high,0,,keep,accepted in hard19 review,coreference_or_demonstrative,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0205,2730840,C02,皇极,人君为治之心法,pragmatic_function,strong,A_to_B,1,1,B对A给出的术语做出定义式说明，是该样本的主链。,medium,1,单词提示到定义解释的跨句关系较强，需人工确认是否保留为 pragmatic_function 而非更窄标签。,keep,单词提示到定义解释的关系较强，可保留为 core pragmatic_function。,pragmatic_function,strong,1,1,kept_in_gold_candidate,hard19,,,0
F300V1-0220,2733787,C01,此非距心之所得为也,今有受人之牛羊而为之牧之者,analogy,strong,A_to_B,1,1,B先搭建一个“受托照料牛羊”的责任结构，用来映射A中的判断难题。,low,1,A命题与B设喻之间的映射依赖解释链，需人工确认 analogy 主链是否成立。,keep,A 命题与 B 设喻之间的主类比链成立，可保留为 core analogy。,analogy,strong,1,1,kept_in_gold_candidate,hard19,keep,accepted in targeted spot review,1
F300V1-0220,2733787,C02,非距心之所得为也,则反诸其人乎？抑亦立而视其死与？,analogy,strong,A_to_B,1,1,B把A的判断转移到“应否放任牛羊死去”的责任追问上，以设喻推进论证。,low,1,该栏属于长跨度类比链，需人工确认其是否过宽以及主链边界应如何切分。,keep,B 将 A 的判断难题转化为“是否放任牛羊死去”的责任追问，可保留为 core analogy，但不再额外保留 C03 行动者位辅助栏。,analogy,strong,1,1,kept_in_gold_candidate,hard19,keep,accepted in targeted spot review,1
F300V1-0220,2733787,C03,距心,为之牧之者,analogy,medium,A_to_B,0,1,B以受托牧者的位置映射A中承担责任的行动者。,low,1,行动者位映射高度依赖注释性理解，需人工判断是否保留为辅助 analogy 栏。,delete,“距心→为之牧之者”行动者位映射高度依赖注释性理解，作为辅助 analogy 栏过细；主类比链由 C01/C02 承担。,analogy,medium,0,1,excluded_from_gold_candidate,hard19,,,0
