annotation_id,pair_id,turn_a,turn_b,resonance_present,binary_label,label_reproduction,label_parallelism,label_selective_reuse,label_repair,label_contrast,label_analogy_candidate,evidence_span_a,evidence_span_b,source,dataset_name,sample_stratum,conversation_group_key,normalized_pair_hash
F300V1-0014,2754499,参考现在的朝鲜,为毛不参考呆湾,yes,1,1,1,1,0,1,1,参考现在的朝鲜,不参考呆湾,网络回帖,贴吧回帖,rule_positive,贴吧回帖::entry:230,a9caf3c45f621580cb6b1c77e43806e956b881741c850987b3cefbea9a0b3b0d
F300V1-0074,2725291,正解鲁尼根本不爱曼联，自己都说永远是蓝色的心，可笑一些人蜜总拿情怀说事，听了就跟吃了苍蝇一样恶心强行把一个两次闹离队的埃弗顿球迷捧成曼联传奇，我真是呵呵，我现在最好奇的是鲁尼退役后会出现在哪一个球场的看台,让这种人当队长也是欺负我魔没人了,yes,1,0,0,1,0,0,0,鲁尼 ||| 曼联,这种人 ||| 我魔,网络回帖,tieba-305w,rule_positive,tieba-305w::entry:13844,f9504b9cd6c1cd230c46e966d6cc7bca7d529de4bca6a6dd007fa52c48c56550
F300V1-0036,2848416,蓝罐曲奇,蓝罐曲奇是什么阿,yes,1,1,0,1,0,0,0,蓝罐曲奇,蓝罐曲奇是什么阿,日常对话,douban-multiturn-100w,rule_positive,douban-multiturn-100w::entry:45634,09a305bc1c1a681f2ffdf58ec3f4666c5f35ca7cf0ae8600c9183ced2c346f40
F300V1-0059,2723756,我合食尔，尔何反有是言？,君有罪于上帝，被谪在此为虎，令食一千人。吾今已食九百九十九人，唯欠汝一人，其数当足。吾今不幸，为汝窃皮，若不归，吾必须别更为虎，又食一千人矣。今有一计，吾与汝俱获两全，可乎？,yes,1,1,0,1,1,0,0,食尔,食九百九十九人 ||| 唯欠汝一人,文本对话,唐传奇,rule_positive,唐传奇::entry:137242,f07c8715387b45d71e4c8a57be3e3816630aae64b1d3594eb35555d8afb8c9a8
F300V1-0162,2678195,哦，我的孩子，我的孩子今天受了委屈了。,你看看，这孩子一身小姐气，她要跟你不是受罪么？,yes,1,1,0,1,0,1,0,我的孩子 ||| 受了委屈,这孩子 ||| 受罪,文本对话,雷雨,hard_negative_or_boundary,雷雨::entry:105938,a216f5097e802b6dbc1fb943c4552b02c24e7bbb229d46ab38a0bfb47ecc7249
F300V1-0287,2696063,据报道，三名北约官员透露，北约正在讨论如果与俄罗斯发生更广泛的冲突，将收回一些中国在欧洲拥有的基础设施项目。中方对此有何评论？,有关言论是北约意图越界扩权、搞阵营对抗的又一体现。中俄关系建立在不结盟、不对抗、不针对第三方基础上，中欧经济合作符合双方利益。北约以与俄冲突为由，干扰破坏中欧合作，毫无道理，各方应坚决抵制。,yes,1,1,0,1,0,1,0,北约 ||| 中国,北约 ||| 中欧合作,访谈语料,mfa_press,analogy_or_parallel_candidate,mfa_press::entry:118999,e9ab9c2a991149f1e7f3ac2a425655b3a50ec4e24ddaf2e1b2ad77713bf5934f
F300V1-0018,2694202,近日，大陆高铁运营里程超5万公里的新闻引起岛内热议。有舆论称，台湾长期饱受能源不足、基础设施老旧困扰，如果引进大陆资金、技术，打通中央山脉、改善花东交通等都不是问题，从花莲、台东回台北再也不必担心路断山崩，那才是真正的安全感。也有网友表示，期待有朝一日搭乘高铁横跨台湾海峡往来两岸。对此有何评论？,大陆的高铁建设举世瞩目，“十四五”以来，大陆建成投运高铁超1.2万公里，128个县迈入了高铁时代，目前高铁总里程5.04万公里，覆盖97%的50万以上城区人口城市，建成了世界上规模最大、现代化水平最高的高速铁路网。飞驰的高铁让距离变“小”，让梦想变“大”，让远方不再遥远。 和平统一将给台湾经济社会发展创造巨大机遇。有强大祖国做后盾，台湾包括基础设施建设等在内的方方面面都会更好。台湾同胞将同大陆同胞一道，共享我们伟大国家的尊严和荣耀，共享中国式现代化发展成果，迎来繁荣稳定的光明未来。,yes,1,1,0,1,0,0,0,高铁 ||| 台湾,高铁 ||| 台湾,访谈语料,china_live,rule_positive,china_live::entry:117479,5a950b844e39102596d2f36f490109728ba0179c0a8b516faa4ac9dca9019c8e
F300V1-0177,2756796,还有些人说是狄俄尼索斯的孩子,只有女人才了解狄俄尼索斯,yes,1,1,0,1,0,0,0,狄俄尼索斯,狄俄尼索斯,影视对白,subtitle-useless,hard_negative_or_boundary,subtitle-useless::entry:23777,8d19cec0844815800d3712032aad4c26726e8edcbdb52808d63e3827c2935aad
F300V1-0296,2734120,赐也可使从政也与？,赐也达，于从政乎何有！,yes,1,1,1,1,0,0,0,赐也 ||| 从政,赐也达 ||| 从政,文本对话,论语,analogy_or_parallel_candidate,论语::entry:146656,3730ff4844743a679401b2b9c06ed836f7807d8cbb993b8c93ffd3ce46990fd0
F300V1-0017,2651506,像果腐那样新鲜的果腐,不是,yes,1,0,0,1,0,1,0,像果腐那样新鲜的果腐,不是,多模态语料,local-audio-demo,rule_positive,local-audio-demo::demo2,1a6670696673b09412d02c09d28627b05e6a3bd75cbe48091a6d6e53d740a8cf
F300V1-0069,2651496,特别好吃,我觉得是最好吃的苹果片,yes,1,1,1,1,0,0,0,特别好吃,最好吃的苹果片,多模态语料,local-audio-demo,rule_positive,local-audio-demo::demo2,83eba040c69d4d359a4af4dca77d5e8ab56d3ab606935eebeda59429c8d5eb2f
F300V1-0182,2722912,那什幺，没有。天还没亮，就都起来了，简直顾不得说话了。火车是，那什幺，七点四十分就开！那什幺，我怎幺过那院去？,跳过去！,yes,1,0,0,1,0,0,0,我怎幺过那院去,跳过去,文本对话,骆驼祥子,hard_negative_or_boundary,骆驼祥子::entry:136675,4a83e8b8d34d9c51b8edb10b1d39211dae316a97a0025b1f581b323664ee8a31
F300V1-0107,2677701,我在矿上干了两年，我没有变，我看你变了。,你的话我有点不懂，你好像，有点像二少爷说话似的。,yes,1,0,0,1,0,0,0,我看你变了,你的话,文本对话,雷雨,rule_negative_random,雷雨::entry:105839,1a7a1d431b214dab4c99a5dd374b7ff0875acdaa997d66aeee79feca1f3097d0
F300V1-0122,2722757,忙，年底下！,我知道你这小子吃硬不吃软，跟你说好的算白饶！你当我怕谁是怎着？你打算怎样？你要是不愿意听我的，我正没工夫跟你费吐沫玩！说翻了的话，我会堵着你的宅门骂三天三夜！你上哪儿我也找得着！我还是不论秧子①！,yes,1,0,0,1,0,1,0,忙,没工夫,文本对话,骆驼祥子,rule_negative_random,骆驼祥子::entry:136573,33eef2c08e9ca88086bf1d9961864d39836250507eb95a2b5b591e5687f99bcb
F300V1-0188,2751383,你是自我,"你是对的,我的自我。",yes,1,1,0,1,0,0,0,自我,我的自我,日常对话,chatterbot-1k,hard_negative_or_boundary,chatterbot-1k::entry:20198,32c947c7b7dc566cdb8516807478f6471fcd383695464b302140a07edc6bd4f2
F300V1-0190,2733816,远方之人闻君行仁政，愿受一廛而为氓,闻君行圣人之政，是亦圣人也，愿为圣人氓,yes,1,1,1,1,0,0,0,闻君行仁政 ||| 愿受一廛而为氓,闻君行圣人之政 ||| 愿为圣人氓,文本对话,孟子,hard_negative_or_boundary,孟子::entry:146356,e587c6351eaecbc735d130d841ce4ed0db34185e0d875caab6228b6e8364d04c
F300V1-0133,2724163,我有个女孩儿，刘二哥求作媳妇，就今日说开。,既如此，选个吉日良辰，下些定礼。,yes,1,0,0,1,0,0,0,求作媳妇,下些定礼,文本对话,清平山堂话本,rule_negative_random,清平山堂话本::entry:137523,2e6582c38630cc5bf4858c8081c6d407c0b1f4a24e04a6ca06be502724c22409
F300V1-0047,2698763,却怕使不的。开封府公文只叫解活的去，却不曾教结果了他。亦且本人年纪又不高大，如何作的这缘故？倘有些兜答，恐不方便。,董超，你听我说。高太尉便叫你我死，也只得依他，莫说使这官人又送金子与俺。你不要多说，和你分了罢，落得做人情，日后也有照顾俺处。前头有的是大松林猛恶去处，不拣怎的与他结果了罢。,yes,1,1,0,1,0,1,0,结果了他 ||| 如何作的,结果了罢,文本对话,水浒传,rule_positive,水浒传::entry:120967,4c206b2c4c642f72e4959d8e6458ec3252f2181ccce52a9ddc979a8ef249aaaf
F300V1-0025,2733860,是何伤哉？彼身织屦，妻辟纑，以易之也,仲子，齐之世家也。兄戴，盖禄万钟。以兄之禄为不义之禄而不食也，以兄之室为不义之室而不居也，辟兄离母，处于于陵。他日归，则有馈其兄生鹅者，己频顣曰：‘恶用是鶃鶃者为哉？’他日，其母杀是鹅也，与之食之。其兄自外至，曰：‘是鶂鶂之肉也。’出而哇之。以母则不食，以妻则食之；以兄之室则弗居，以于陵则居之。是尚为能充其类也乎？若仲子者，蚓而后充其操者也,yes,1,1,1,1,1,1,0,是何伤哉 ||| 以易之也,是尚为能充其类也乎 ||| 以兄之禄 ||| 以兄之室,文本对话,孟子,rule_positive,孟子::entry:146402,5fbd2a0ab56b07867aea4a5301a9d5e38fc130f0ee7c46cf5d8155dc5f00df51
F300V1-0106,2737971,他回到队上了,不敢相信他没告诉我,yes,1,1,0,1,0,0,0,他,他,影视对白,subtitle-useless,rule_negative_random,subtitle-useless::entry:15021,10ef9440ad139ff39d20b04dd9aa05f9c65f10d6d45fa4d439f80d9a770c0c5e
F300V1-0165,2733820,否。许子衣褐,许子冠乎？,yes,1,1,0,1,0,0,0,许子衣褐,许子冠乎,文本对话,孟子,hard_negative_or_boundary,孟子::entry:146361,08601f8f6089c3752986ade742dfc7f6ea6f0c84931995c7988d9c88f923d50f
F300V1-0207,2718476,“这家伙又胡说八道了！”,“你怎敢这样说呢？”,yes,1,1,0,1,0,1,0,胡说八道 ||| 说,这样说,文本对话,平凡的世界,hard_negative_or_boundary,平凡的世界::entry:133783,6bb0c97783bd3c8e53c9d0626dd32a35ee3d67eaaf2e88e4125d6c7be0035e67
F300V1-0044,2694236,南方日报、南方+记者：近日，台“民主文教基金会”公布的一份岛内民调显示，对于两岸如果发生军事冲突，有54.4%受访者认为美国一定不会或可能不会无条件出兵保护台湾，认为会的仅为28.6%。请问对此有何评论？,有关民调再次表明，越来越多台湾同胞认识到“台独”是绝路、外人靠不住，认识到在美国眼里，台湾只是遏制大陆发展的“棋子”，也是随时可以被抛弃的“弃子”。 必须强调，台湾问题纯属中国内政，不容任何外来干涉。民进党当局顽固“倚美谋独”，换不来安全与和平，只会祸及当下，贻害子孙。,yes,1,1,0,1,0,0,0,民调 ||| 台湾,有关民调 ||| 台湾,访谈语料,china_live,rule_positive,china_live::entry:117508,e1b75b9d543ae0f9e3bbf139323cbd148c7a4933f70062fc0ee0f9e8c53eae92
F300V1-0131,2678934,你想见他？,嗯，他在哪儿？,yes,1,1,0,1,0,0,0,他,他,文本对话,雷雨,rule_negative_random,雷雨::entry:106086,bee598050a0370102f707c0092ed5e16e72720f458be8d3af9138cc6d6ca8360
F300V1-0148,2730625,简易,若长是易时，更有甚么险？他便不知险矣。若长是简时，更有甚么阻？他便不知阻矣。只是当忧患之际方见得,yes,1,1,0,1,0,1,0,简易,易 ||| 简,文本对话,朱子语类,rule_negative_random,朱子语类::entry:143401,51c2c52b140f95c477420b80054ff102e96c977acc372a2cee82c923a99fe8ae
F300V1-0016,2724809,人之习为不善，其溺已深者，终不可复反矣,势极重者不可反，亦在乎识之浅深与其用力之多寡耳,yes,1,1,0,1,1,1,0,终不可复反矣,不可反 ||| 亦在乎,文本对话,朱子语类,rule_positive,朱子语类::entry:137995,39a019898fb85c94c5ccdd3d46b81a6f4376d337549aca019d5aa21c6fce7d9e
F300V1-0289,2751423,你需要更努力地工作,我努力工作是一个矛盾。,yes,1,1,0,1,0,1,0,更努力地工作,努力工作,日常对话,chatterbot-1k,analogy_or_parallel_candidate,chatterbot-1k::entry:20233,f4c218e8c5a822054aaa5d64c32067f97e23733e4639d50e74fcfed5dc0a606a
F300V1-0247,2734109,忠矣！,仁矣乎？,yes,1,0,1,1,0,0,0,忠矣,仁矣乎,文本对话,论语,potential_false_negative,论语::entry:146646,5c71f5e8a9d5aa23d15ca014d26b4e757d70c95f5dd679e6c84f39284ed9802d
F300V1-0227,2678316,没有吧，我在她的门上敲了半天，她的门锁着。是的，那也许。爸，我走了。,冲儿，不要走。,yes,1,1,0,1,0,1,0,我走了,不要走,文本对话,雷雨,potential_false_negative,雷雨::entry:105962,892cc90ce968061d2a2ae5af7a206438776ef13645f837bb7f7edce417f090ad
F300V1-0033,2723890,【帝】：碧海无涯，仙人路绝，何计通耗？,【妃】：若遇雁府上人，可附信矣。,yes,1,0,0,1,0,0,0,何计通耗,可附信,文本对话,唐传奇,rule_positive,唐传奇::entry:137338,1dbcfb720fa964b93e8a0f20b97f4a840777ec6db95cf6653ff3eb59f0df0a4c
F300V1-0231,2714006,物虽微贱，却要用心收藏，切不可摇幌着他。,我晓得。安在这妆台之上，无人摇动。,yes,1,1,0,1,0,0,0,用心收藏 ||| 切不可摇幌着他,我晓得 ||| 无人摇动,文本对话,西游记,potential_false_negative,西游记::entry:130834,281e0591a58e606def38602fcd6d05239901bc913c505c064cf961d19324ac8c
F300V1-0223,2734218,君子,修己以敬,yes,1,0,0,1,0,0,0,君子,修己以敬,文本对话,论语,potential_false_negative,论语::entry:146757,110714c587a8022eac945d308ba510aad9dc7d0f03e774eedfec39adf7d166c4
F300V1-0042,2725697,『人不知而不愠』，此是所得深后，外物不足为轻重。学到此方始是成否？,此事极难。愠，非勃然而怒之谓，只有些小不快活处便是,yes,1,1,0,1,1,0,0,不愠,愠,文本对话,朱子语类,rule_positive,朱子语类::entry:138814,2d276b4c719a9d45c3f6c5f29c4ea5602e05535be162096e7c917a868f0ac791
F300V1-0251,2677873,他又把前一个月的话跟我提了。,他说，他要你？,yes,1,1,0,1,0,0,0,话 ||| 跟我提了,他说，他要你,文本对话,雷雨,potential_false_negative,雷雨::entry:105873,fa5e4c6389d78e3a83fd86b47eaa857cbd32127f3fe76b624b901d322a2f77be
F300V1-0136,2700536,哥哥去清风寨回来，是必再到山寨相会几时。,再得相见。,yes,1,0,0,1,0,0,0,再到山寨相会,再得相见,文本对话,水浒传,rule_negative_random,水浒传::entry:122116,3baab57ae5fb74dc53d200dfd6c49d6e26a4d787b7425d0623af714507a8b889
F300V1-0255,2708589,认你父王。我是他驸马，他是我丈人，怎么不去认认？,你去不得。,yes,1,0,0,1,0,1,0,怎么不去认认,你去不得,文本对话,西游记,potential_false_negative,西游记::entry:127362,8c8e7381e5430262f4be522232b75c39e12c21cc6b2581c151377047927ae545
F300V1-0034,2722630,给多少是多少！,你看，你看，二三十块钱真不好说出口来，可是还真不容易往外拿呢；这个年头，没法子！,yes,1,0,0,1,0,0,0,给多少,二三十块钱,文本对话,骆驼祥子,rule_positive,骆驼祥子::entry:136491,3a3244921d7cf107266dee0afa17f436259102a1e4b26c2da3c78483ffbfc393
F300V1-0119,2685269,既这样，我别处找吃的去。饿的我受不得了。,【平】：奶奶请回来。这里有点心，且点补一点儿，回来再吃饭。,yes,1,1,0,1,0,0,0,找吃的 ||| 饿,点心 ||| 再吃饭,文本对话,红楼梦,rule_negative_random,红楼梦::entry:110662,104435ac3ad6138b8a7bd82c3c8030e15edd482cd54b6ac7833f4a2f40294e7d
F300V1-0012,2651858,为什么这么聪明,哪里哪里，菲菲的聪明与进步全得益于跟你们猥琐的聊天对话...,yes,1,1,0,1,0,1,0,聪明,哪里哪里 ||| 聪明,日常对话,qingyun-11w,rule_positive,qingyun-11w::entry:10007,67a8d0baa3b17b2ec6f25cfa19baae78747744b6b0a7e89814d4dc9c46d1d5df
F300V1-0129,2735082,说三日三宿，从今日起，后日罢散。诸国人民，一切善男善女，不知其数，发大慈心，都往那里听佛法去。这的真善智识那里寻去，咱也随喜去来。,你且停一停，我到衙门押了公座便来。,yes,1,0,0,1,0,1,0,咱也随喜去来,你且停一停,文本对话,朴通事,rule_negative_random,朴通事::entry:146891,8e7d4dac300c853b62469db1c72e5ea0a735ea1e04cbe3abdef2d694ec0efa02
F300V1-0055,2717672,噢……孙玉厚的二小子！都长这么大了。和你爸一样，大个子！……是不是和晓霞一个班？,和晓霞不一个班，和润生是一个班。,yes,1,1,1,1,1,1,0,和晓霞一个班,和晓霞不一个班 ||| 和润生是一个班,文本对话,平凡的世界,rule_positive,平凡的世界::entry:133251,705f3e756966074b386afe70693345ff769d9931cc30c54cc70f13cf3db24316
F300V1-0178,2735841,汝谓我堪此不？,何为不堪！但克让自是美事，恐不可阙。,yes,1,1,0,1,0,1,0,堪此不,何为不堪,文本对话,世说新语,hard_negative_or_boundary,世说新语::entry:147213,6000455b4ccec828f12802d769d5bdadbfe79d4bd50e8616f64a3d3c6fc9c1c5
F300V1-0139,2751387,你是脑残,你疯了,yes,1,1,1,1,0,1,0,你是脑残,你疯了,日常对话,chatterbot-1k,rule_negative_random,chatterbot-1k::entry:20200,f7bc41b2b624629266d000a2fe8bbb346fc0f4bb3fb802de79b197af1d1c0afc
F300V1-0192,2737779,你没有任何意义,这一切都对我的人造心灵有意义。,yes,1,1,0,1,0,1,0,没有任何意义,有意义,日常对话,chatterbot,hard_negative_or_boundary,chatterbot::entry:15,4989b2fc723cc49d7a10ea07f08fe8043718f64e4c4fa31283bc523bf83e101f
F300V1-0098,2722905,该走了！,你说说，我到底还没明白是怎回子事！,yes,1,0,0,1,0,1,0,该走了,还没明白,文本对话,骆驼祥子,rule_negative_random,骆驼祥子::entry:136670,7f5f9d6c35775537e3cd6c4efa3958bc5a26089ef8871937acc8dbe50376e80e
F300V1-0239,2693906,每个流程都要排队。,对，我们顺应群众的呼声，自我加压，让医生来承担，提前为患者服务的诊间结算的功能。这样一来，医生开了单子以后，马上可以在医生的诊间收费，就是我们说的直接结算。 第二，我们现在已经做到了B超预约，你用不着再到B超室和CT室去预约，在医生的信息平台上，我们把资源都整合到直接为患者服务的医生手里，医生就可以根据您的要求，选择比如说统一的明天下午好不好？你说好，那就很潇洒地OK，那你就走了。,yes,1,0,0,1,0,0,0,每个流程都要排队,诊间结算 ||| B超预约,访谈语料,china_interview,potential_false_negative,china_interview::entry:117219,e4f0a8a3fc250a25f727f8f33e33770d7dbc6079044692f9a3e9a7cc54897dd5
F300V1-0105,2735155,好，好，饭汤休着冷了，等一会儿吃。如今便入里头去时，冻面皮都打破了，不中。你把那蜡壶瓶汕的干净着，控一控，且旋将酒来吃一盏。,这酒忤秃怎麽吃？,yes,1,1,0,1,0,0,0,酒 ||| 吃,这酒 ||| 怎麽吃,文本对话,朴通事,rule_negative_random,朴通事::entry:146903,5e7fc3e660b2437507c0fe37d1cb2baa4d669417e9fe20a20467748e1177bfda
F300V1-0171,2706503,仔要跑去主人的梦里找主人了,主人qq979910271.小宇，827308479何玲燕,yes,1,1,0,1,0,0,0,主人,主人,日常对话,青云语料,hard_negative_or_boundary,青云语料::entry:126,44d8425c82930973760639d6d2523ac210da42754d35d52bc114263fb9a20a7a
F300V1-0026,2734780,官人们都来了。将些乾按酒来。就将那烧肉来。我们先吃两巡酒。后头抬卓儿，弹的们动乐器，叫唱的根前来，着他唱。,如今抬卓儿上汤着。捧汤的都来。第一道熝羊蒸卷，第二道金银豆腐汤，第三道鲜笋灯笼汤，第四道三鲜汤，第五道五软三下锅，第六道鸡脆芙蓉汤，都着些细料物。第七道粉汤馒头。官人们待散也，疾快旋将酒来，把上马杯儿。如今唱达达曲儿，吹笛儿着。今日个日头，咱弟兄们和顺的上头，皇帝的大福阴里，酒也醉了，茶饭也饱了,yes,1,1,0,1,0,0,0,抬卓儿 ||| 酒,抬卓儿 ||| 酒,文本对话,朴通事,rule_positive,朴通事::entry:146850,b656c39b1ceb07f04c7669769df1e9676250cd7190b701ca4667eb87f78a15a0
F300V1-0032,2693230,快走快,快快走快跑快跑,yes,1,1,1,1,0,0,0,快走 ||| 快,快快走 ||| 快跑,影视对白,subtitle-useless,rule_positive,subtitle-useless::entry:1167,fee7b916471724909fa56bb035ad6b63c3a9937338e3380d9732de05e4536fdf
F300V1-0008,2723050,两辆车一天进上三毛钱，不够吃的！赁出一辆，我自己拉一辆，凑合了！,那还不是一样？你还是不着家儿！,yes,1,0,0,1,0,1,0,赁出一辆，我自己拉一辆,那还不是一样,文本对话,骆驼祥子,rule_positive,骆驼祥子::entry:136764,b0e2056845a6358674b06662100fc5362cb65bcb47786827d3ae0dfc00d02242
F300V1-0183,2718634,我照枣着哩！你二爸给我安排了这个轻省活……你吃枣不？,你都拾上！现在这周围没人看见！,yes,1,0,0,1,0,0,0,你吃枣不,你都拾上,文本对话,平凡的世界,hard_negative_or_boundary,平凡的世界::entry:133886,a069699a997986c5e2754bda48687450e50994c58c47ead0a4ff198b174db185
F300V1-0002,2734081,子奚不为政？,书云：孝乎！惟孝友于兄弟，施于有政。是亦为政。奚其为为政！,yes,1,1,1,1,1,1,0,子奚不为政 ||| 为政,是亦为政 ||| 奚其为为政,文本对话,论语,rule_positive,论语::entry:146618,f2854e361ddeb616ba14422f2dfb0d2b88bef3b623e9f94584a069b33b6c6791
F300V1-0245,2691938,明日为始，一天写一百字才好。,以后只管写字念书，不用出来也使得。你去回你太太知道。,yes,1,1,0,1,0,0,0,一天写一百字,写字念书,文本对话,红楼梦,potential_false_negative,红楼梦::entry:115720,c1326aabec0a6f9c5fd4bc30dc90716e975c59a1dba3fcca68159f72d2d9c0d2
F300V1-0175,2734618,我这一百零五两，该多少牙税钱？,你自算，一两该三分，十两该三钱，一百零五两，牙税钱该三两一钱五分。,yes,1,1,1,1,0,0,0,该多少牙税钱,牙税钱该三两一钱五分,文本对话,老乞大,hard_negative_or_boundary,老乞大::entry:146834,965e886c65f79465c9b367869f1649199d56b746ec25491c225d9cec3b3f0350
F300V1-0114,3072133,我也26没人管我,那你不错我家里人急死了天天张罗我去相亲,yes,1,0,0,1,0,1,0,没人管我,我家里人急死了,日常对话,douban-multiturn-100w,rule_negative_random,douban-multiturn-100w::entry:94152,7cd15a80e1b5d374627eea27a85b553db17b9388986882909422470764c12aec
F300V1-0085,2723968,某为明府送书，纵书人之意忤明府，使音何罪？,适怒匠人，不意误笞君耳。,yes,1,0,0,1,1,0,0,何罪,误笞君,文本对话,唐传奇,rule_positive,唐传奇::entry:137390,ed0bbceb1ba33b327c1ea6deb93c8e865ffdb5e9c563f8bacbf1c5bbf159de42
F300V1-0103,2708852,兄弟，拿葫芦来。,你拿着的。天呀！怎么不见了？,yes,1,0,0,1,1,1,0,拿葫芦来,你拿着的 ||| 怎么不见了,文本对话,西游记,rule_negative_random,西游记::entry:127527,3dbb8db7c77305e513ece02d62e4004ae42869739d685bf9fa6376f8cee5f07d
F300V1-0256,2723031,“我不能闲着！”,“你不会找老头子去？”,yes,1,0,0,1,0,0,0,不能闲着,找老头子去,文本对话,骆驼祥子,potential_false_negative,骆驼祥子::entry:136752,5df4c41490c579bb8a3cea69a8c80c301c2ea0364d88bcbd2117fcbd68a06cf0
F300V1-0229,2734922,一个长大汉撒大鞋，白日去，黑夜来。,这个是灯台。,yes,1,0,0,1,0,0,0,一个长大汉撒大鞋，白日去，黑夜来,灯台,文本对话,朴通事,potential_false_negative,朴通事::entry:146867,6338a2073e96917b3541e63f4c6b2c6bbfd1afb5e18b50bf1530451de934d0be
F300V1-0048,2937964,因为曼联的原因，我也看桑德兰的比赛，抛开成绩，桑德兰打的还是不错的，运气不好，加上23号和28号两个煞笔坑货，希望前曼联主帅走出低谷,是，比在曼联时踢的有信心,yes,1,1,0,1,0,0,0,曼联,曼联,网络回帖,tieba-305w,rule_positive,tieba-305w::entry:6604,ca83c2fadadbff0dacf3b0ffe8212e27d684929fe8cdea7bdf1f95ab4a95ecc8
F300V1-0149,2915123,乔科尔 速度不差吧,那个时代技术最好的英格兰球员,yes,1,0,0,1,0,0,0,乔科尔,那个时代技术最好的英格兰球员,网络回帖,tieba-305w,rule_negative_random,tieba-305w::entry:6085,72ab24625c4c4210d0341b2cbae61e0e34b35fa9d70f9c78796f11fd26eb1501
F300V1-0009,2693793,中华人民共和国《中医药法》于7月1日刚刚实施，中医药法的实施对于中医药走出去和国际合作将产生怎样的影响？,影响是具有历史性的，意义是非常重大的。因为《中医药法》是我们的根本大法，它明确了国家发展事业根本的取向、原则以及重点的发展领域，法理对走向国际，对于中医药的国际标准化都有明确的内容。所以我们下一步按照这个法来全面推动，不断的把顶层设计完善起来，要把具体的项目落到实处，而且还要秉承丝绸之路精神，共商、共享、共建，和全世界有志于发展的国家联合起来，共同让传统医学造福人类健康。,yes,1,1,0,1,0,0,0,中医药法 ||| 影响,影响 ||| 中医药法,访谈语料,china_interview,rule_positive,china_interview::entry:117124,e79184f6f78a98410d7911ae9cd98b23e59e20d60005b47f0276849ec5cf01d8
F300V1-0283,2820296,什么是喜欢做一个机器人,"与人类一样,除了我们缺乏所有的情感,梦想,愿望,创造力,野心,尤其是主观性。",yes,1,0,1,1,0,0,0,什么是喜欢做一个机器人,与人类一样,日常对话,chatterbot,analogy_or_parallel_candidate,chatterbot::entry:39,1373978b32afe7fee68c891dc4001ac3ffb6d61a2478b1f5a33c213a3dc548a4
F300V1-0084,2760936,我这么说吧,我不想说我这是在警告你,yes,1,1,0,1,0,1,0,说,不想说,影视对白,subtitle-useless,rule_positive,subtitle-useless::entry:24458,5078800457ef28c40ea78752a1ab7ee53a5f83719cb3c08f61f986faf6bb24b1
F300V1-0124,2728306,损者三乐,惟宴乐最可畏，所谓『宴安酖毒』是也,yes,1,1,0,1,0,0,0,三乐,宴乐,文本对话,朱子语类,rule_negative_random,朱子语类::entry:141229,37b98e5b2c2efa4263c803af485f0032f08c2136e5cad4fef1728791fea05a94
F300V1-0281,2722789,别说那个！,说说不要紧！都不是外人！孩子心重，甭提多幺要强啦！媳妇也走了。我们爷儿俩就吃这辆车；车破，可是我们自己的，就仗着天天不必为车份儿着急。挣多挣少，我们爷儿俩苦混，无法！无法！,yes,1,1,0,1,0,1,0,别说那个,说说不要紧,文本对话,骆驼祥子,analogy_or_parallel_candidate,骆驼祥子::entry:136595,613e3b1366a5768fc08b59ae9d971b81816e819e2006accb78f5aa9a1d6c3018
F300V1-0021,2705055,他把许多金银与我家，不与他担些干系，买我们做甚么？,老畜生！你这般说，却似放屁！我这行院人家，坑陷了千千万万的人，岂争他一个！你若不去首告，我亲自去衙前叫屈，和你也说在里面！,yes,1,0,0,1,0,1,0,买我们做甚么,岂争他一个,文本对话,水浒传,rule_positive,水浒传::entry:125043,2e1ce26fd15fcd623da26f98b44aff502f850e7b9f3945a966847fb66cc437c5
F300V1-0057,2721869,哎、忘不了怎么办,如果你忘不掉过去，那就干脆不要忘记了，埋在心底，作为你人生故事的一部分,yes,1,1,0,1,0,1,0,忘不了,忘不掉 ||| 不要忘记,日常对话,青云语料,rule_positive,青云语料::entry:136,96f3920145c7d85bf9f1b644b7f8855a5c30b6161bbf8b629fbfd4434dca4961
F300V1-0203,2696601,习近平主席即将对韩国进行国事访问，能否介绍中方对发展中韩关系的期待？,中国和韩国是近邻和合作伙伴。中方重视中韩关系，对韩政策保持稳定性和连续性，此访是习近平主席时隔11年再次对韩国进行国事访问，也是李在明总统就任后中韩元首首次会晤。中方愿同韩方一道，坚守建交初心，坚持睦邻友好、互利共赢，推动中韩战略合作伙伴关系不断向前发展。,yes,1,1,0,1,0,0,0,中韩关系 ||| 期待,中韩关系 ||| 合作伙伴关系,访谈语料,mfa_press,hard_negative_or_boundary,mfa_press::entry:119434,23daeae8e59088f55bec0ff16f2ad48ee1c60d66eee22db093dadfb6d1c58cce
