title,content,source,year,category,dataset_name,source_url,crawl_source,crawl_date,license_note
2024年12月6日外交部发言人林剑主持例行记者会 片段 10,"总台华语环球节目中心记者：我们注意到，中国给予最不发达国家100%税目产品零关税待遇已于本周正式生效。作为集中最多受益国的大陆，非洲国家对此普遍表示欢迎，认为这一举措顺应全球南方发展需要，将促进非中贸易往来。发言人对此有何评论？
林剑：给予包括33个非洲国家在内的所有同中国建交的最不发达国家100%税目产品零关税待遇，是习近平主席在今年中非合作论坛北京峰会上宣布的重大举措。中国为非洲国家优质产品更加便捷快速进入中国大市场创造了有利条件，进一步带动非洲产业发展，促进就业增长和减贫进程，成为实施这一举措的首个发展中大国和世界主要经济体，彰显中国推进高水平对外开放的决心。 中国始终坚持真实亲诚对非政策理念和正确义利观，发展中非友好和对非合作。除给予对最不发达国家100%税目产品零关税待遇以外，我们还建立并拓展非洲农产品输华“绿色通道”，为非洲企业参加进博会、链博会等大型展会提供便利，为非洲特色产品接驳世界市场搭建桥梁，深化对非职业技能培训和人力资源合作，帮助非洲国家加强贸易能力建设。 在中国高水平对外开放的大潮中，永远都有非洲兄弟的广阔空间；在非洲发展振兴的进程中，中国永远不会缺席。2024年中非合作论坛北京峰会上，习近平主席提出中非携手推进现代化六大主张，宣布十大伙伴行动，中非双方通过《北京宣言》和《行动计划》。中国将同非洲国家一道，不折不扣落实论坛峰会成果，以中非现代化引领全球南方共同现代化，不断丰富新时代全天候中非命运共同体的内涵。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495569.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月6日外交部发言人林剑主持例行记者会 片段 11,"中阿卫视记者：昨天，叙利亚首都遭到无人机袭击并且传出枪炮声，中国驻叙利亚使馆建议在叙中国公民尽快回国或离境。叙利亚局势越来越紧张，中方如何看待叙局势？是否会敦促中国公民尽快离开叙利亚？
林剑：中方密切关注叙利亚局势发展，希望叙利亚尽快恢复国家稳定。 鉴于当前叙利亚安全局势，中国驻叙利亚使馆已发布安全提醒，建议中国公民暂勿前往叙利亚，已在当地的中国公民和机构保持高度警惕，加强安全防范，做好应急准备，搭乘商业航班或通过陆路口岸尽快回国或离境。如遇紧急情况，请及时与中国驻叙利亚使馆联系寻求帮助，我们将为转移避险及其他有需要的中国公民全力提供协助。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495569.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月6日外交部发言人林剑主持例行记者会 片段 12,"法新社记者：赖清德今天在帕劳称，台湾和中国“互不隶属”。发言人对此有何评论？
林剑：“台独”势力的分裂活动和外部势力的纵容支持是台海和平稳定面临的最大威胁。赖清德和民进党当局一贯打着各种幌子搞“台独”分裂。无论他们说什么、做什么，都改变不了台湾是中国一部分的客观事实，更阻挡不了中国终将统一、也必然统一的历史大势。“倚外谋独”必定失败。 相关附件",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495569.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 1,"中阿卫视记者：叙利亚巴沙尔政权已经结束，新的政府即将成立。中方如何评论当前叙利亚局势？是否会和新政府建立联系？
毛宁：中方密切关注叙利亚局势发展，希望各相关方从叙利亚人民根本利益出发，尽快找到恢复叙利亚稳定的政治解决方案。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 2,"土耳其阿纳多卢通讯社记者：阿萨德家族和复兴党在叙利亚61年的统治已结束。叙利亚内战持续了13年，造成数万名叙利亚民众死亡，数百万人流离失所。中方如何看待近期叙利亚局势发展以及叙利亚的未来？
毛宁：叙利亚的前途和命运应当由叙利亚人民决定。我们希望各相关方本着对叙利亚人民长远和根本利益负责的原则，尽快找到恢复稳定秩序的政治解决方案。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 3,"总台央视记者：据了解，李强总理今天与全球主要国际经济组织负责人举行了“1+10”对话会。发言人能否介绍更多情况？
毛宁：今天上午，国务院总理李强同主要国际经济组织负责人举行了“1+10”对话会，围绕“凝聚发展共识、促进全球共同繁荣”主题进行了深入交流。多年来，中方领导人与主要国际经济组织负责人定期举行对话会，为加强沟通交流、共同促进世界经济增长、完善全球经济治理发挥了积极作用。 当前，世界经济增长乏力，经济全球化和多边主义受到挑战，不确定性进一步上升。习近平主席在出席二十国集团领导人第十九次峰会时指出，要推动更加包容、更加普惠、更有韧性的全球发展，建设一个共同发展的公正世界。 中国是经济全球化和多边主义的坚定维护者，致力于推动全球经济复苏、培育经济新动能。中国始终同世界分享发展红利，在为世界提供稳定优质产品的同时，已经成为全球共享的大市场、世界发展的大机遇。 中国经济向上向好的底层逻辑没有变，惠及世界的方向原则没有变，将继续以自身的稳定发展，为世界经济注入更多确定性和可预测性。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 4,"法新社记者：台湾“国防部”今天称在台湾周边海域发现中国军舰和海警船，并称中国人民解放军已对中国沿海空域实施限制措施。中方对此有何评论？是否会在台湾周边举行军演？
毛宁：首先我要告诉你的是，台湾没有什么“国防部”，台湾是中国领土不可分割的一部分。台湾问题是中国内政，中方将坚定维护国家主权和领土完整。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 5,"中阿卫视记者：有消息称，以色列趁乱占领了叙利亚戈兰高地地区并空袭了大马士革的设施。中方如何评论？
毛宁：中方密切关注叙利亚局势的发展，叙利亚的主权和领土完整应当得到尊重。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 6,"土耳其阿纳多卢通讯社记者：在巴沙尔政权时期，中国曾是叙利亚的友好国家之一，中方认为巴沙尔政权快速倒台的原因是什么？叙利亚局势怎么会发展到目前的情形？
毛宁：中国和叙利亚的友好关系面向全体叙利亚人民，我们希望叙利亚能够尽快恢复稳定。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 7,"法新社记者：中方是否与巴沙尔有联系？
毛宁：我们正密切关注局势发展，希望叙利亚尽快恢复稳定，各相关方能够找到恢复稳定秩序的政治解决方案。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 8,"法新社记者：韩国总统尹锡悦上周宣布戒严令并随后撤销，引发首尔街头大规模抗议，导致韩国未来政局变得不明朗。韩国局势动荡对中韩关系有何影响？
毛宁：对于韩国内政，我不作评论。中方对于中韩关系的立场是一贯的。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年12月9日外交部发言人毛宁主持例行记者会 片段 9,"土耳其阿纳多卢通讯社记者：一些政治评论员认为，巴沙尔政权倒台与失去俄罗斯和伊朗支持有关。你如何看待这种说法？
毛宁：刚才我已经介绍了中方对叙利亚局势的立场。对于个人看法，我不作评论。 相关附件",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495571.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 1,"深圳卫视记者：据报道，28日，英国外交发展大臣卡梅伦发表声明称，香港特区政府提出的基本法第23条立法建议违反了《中英联合声明》规定有关义务，对香港居民行使权利和自由有负面影响，在港外国机构有被贴上所谓“外国干预”标签的风险。英方强烈敦促香港特区政府重新考虑有关立法建议，并将继续密切关注立法进程。外交部对此有何评论？
毛宁：英方相关声明粗暴干涉中国内政和香港事务，再次暴露了其根深蒂固的殖民思维和“教师爷”心态，中方对此坚决反对。 英方所谓关切和担忧完全站不住脚。首先，《中英联合声明》没有赋予英方任何资格和权利干预香港事务。第二，23条立法的原则之一就是尊重和保障人权，依法保护香港居民根据香港基本法和相关国际公约适用于香港的有关规定享有的各项权利和自由。第三，构成危害国家安全犯罪的行为与正常的商业往来以及经济、文化、科技活动之间的界线是明确的。在港外国机构和人员的正常活动将依法受到保护。需要指出的是，英国去年实施的《国家安全法》大量条款定义模糊、对执法部门授权宽泛，极易被滥用。 英方应当摆正心态，正视香港早已回归中国的现实，停止干涉香港事务，同时反躬自省，不要搞“双重标准”。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 2,"湖北广电记者：最新数据显示，中欧班列累计开行已超8.5万列，有效促进了沿线国家的发展。请问发言人对此有何评论？
毛宁：作为共建“一带一路”的旗舰项目和标志性品牌，中欧班列十年来不断开拓创新，线路从无到有，运力从少到多，开辟了亚欧大陆陆路运输新通道和经贸合作新桥梁。十年来，中欧班列沿途通关检查愈发便利、口岸营商环境持续优化、国际运输规章更加规范。依托中欧班列，中国与中亚、欧洲的合作更加紧密，经济贸易更加繁荣。一大批国际贸易、智能制造、供应链服务等企业在沿线区域落地生根，制造、商贸、金融、信息等产业持续升级。越来越多的欧洲产品走进中国百姓生活，“中国制造”在欧洲更加受到欢迎。 在第三届“一带一路”国际合作高峰论坛上，习近平主席强调，中方将加快推进中欧班列高质量发展，得到班列沿线国家积极支持。新的一年，我们相信中欧班列将继续开足马力，为亚欧大陆发展注入新动力。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 3,"印尼安塔拉通讯社记者：卡塔尔作为调停方提议以色列在即将到来的穆斯林斋月期间暂停对加沙哈马斯的攻击。中方是否将支持卡塔尔的提议，为斋月停战作出更多努力？
毛宁：当前加沙冲突持续延宕，加沙地带人道形势异常严峻。国际社会必须紧急行动起来，将所有努力聚焦到推动停火止战、保护平民安全上来。中方支持一切有利于推动局势降温、缓解人道危机的外交努力。我们呼吁有关各方立即停火，全力避免无辜平民伤亡，阻止加沙地带出现更加严重的人道主义灾难。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 4,"彭博社记者：有报道称，王毅外长将访问澳大利亚，发言人能否证实或提供相关细节？
毛宁：近年来，在双方共同努力下，中国和澳大利亚的关系回归健康稳定发展轨道。中方重视中澳关系发展，愿同澳方落实两国领导人重要共识，加强各层级、各领域交往，增进互信，推进合作，妥处分歧，推动中澳全面战略伙伴关系进一步发展。关于你提到的具体问题，目前我没有可以发布的消息。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 5,"塔斯社记者：中国政府欧亚事务特别代表李辉将于3月2日起访问俄罗斯、欧盟总部、波兰、乌克兰、德国和法国。请问此次访问俄罗斯有何重要计划和安排？
毛宁：乌克兰危机长期化不符合国际社会共同利益。此次穿梭外交的主要目的就是为止战凝聚共识，为和谈铺路搭桥。我们愿继续发挥自身独特作用，为推动政治解决乌克兰危机贡献中国智慧。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 6,"彭博社记者：习近平主席向来华访问的塞拉利昂总统表示，“双方要加强在联合国安理会事务中的合作，共同维护非洲和广大发展中国家利益”。这似乎是中国为被视作“全球南方”领袖所作的最新努力。外交部能否详细介绍，中方计划在这一领导角色中如何维护非洲和广大发展中国家利益？
毛宁：作为发展中国家，中国是“全球南方”的当然成员，始终同广大发展中国家同呼吸、共命运，坚定维护发展中国家共同利益。习近平主席就巩固和深化同发展中国家关系提出一系列重要战略思想和方针政策。我们秉持真实亲诚理念和正确义利观，坚决捍卫主权独立和不干涉内政原则，坚决维护发展中国家的正当权利和发展空间。我们主张平等有序的世界多极化，推动国际秩序朝着更加公正合理的方向发展，提升发展中国家代表性和话语权。我们倡导普惠包容的经济全球化，同发展中国家共享机遇，实现共同发展。中国将始终与广大发展中国家站在一起，以构建人类命运共同体为指引，推动落实全球发展倡议、全球安全倡议、全球文明倡议，高质量共建“一带一路”，践行全人类共同价值，推动世界走向和平、安全、繁荣、进步的光明前景。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 7,"东方卫视记者：我们关注到有报道表示，日前，韩国法院判决日本企业向二战期间强征劳工受害者支付赔偿，遭到日本政府抗议。日本外相在G20外长会期间就此向韩外长表达了强烈的遗憾。有媒体评论称，近两年韩日关系虽然得到改善，但日方对历史问题的不当态度丝毫没有改变，反而愈发傲慢。请问中方对此有何评论？
毛宁：强征和奴役劳工是日本军国主义在对外侵略和殖民统治期间对包括中国、韩国等在内的亚洲国家人民犯下的严重人道主义罪行。这一历史事实铁证如山，不容否认和篡改。中方始终要求日本政府以诚实和负责任的态度妥善处理历史遗留问题。日方应当正视和深刻反省历史，以实际行动体现对历史罪行的忏悔和对受害者的尊重，并以正确史观教育下一代。只有这样，日本才能真正取信于亚洲邻国和国际社会。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 8,"印度报业托拉斯记者：王毅外长昨日会见负责安理会改革事务的联合国官员，外交部已发布相关消息稿。包括印度在内的一些新兴国家批评中国阻碍安理会改革。中方就安理会改革提出了什么具体方案？
毛宁：安理会改革是联合国整体改革的有机组成部分。中方支持对安理会进行必要的改革，使安理会更好地履行维护国际和平与安全的重要职责，更好地应对当前重大全球性挑战。我们认为，改革应当切实增加发展中国家的代表性和发言权，让更多中小国家有机会参与安理会决策，把维护国际社会团结合作放在重要位置，通过会员国认真充分协商，寻求最广泛共识，达成“一揽子”解决方案。改革应当让所有会员国都从中受益，而不是服务少数国家私利。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 9,"彭博社记者：拜登总统签署了旨在阻止外国实体获得大量美国人个人数据的行政令。该做法出于对数据或被用作商业和军事用途，尤其是被中国和俄罗斯利用的担忧。外交部对此有何评论？
毛宁：美国泛化国家安全概念，诬称中方购买美国公民敏感数据从事恶意活动，禁止数据流向包括中国在内的所谓“受关注国家”，是明显针对特定国家的歧视性做法，中方对此坚决反对。中国政府一向高度重视保护数据隐私与安全，从来没有也不会要求企业或个人以违反当地法律的方式，为中国政府采集或提供位于外国境内的数据、信息和情报。中方已经率先提出《全球数据安全倡议》，如果美方真的关心数据安全，可以公开支持中国的这一倡议，或者作出类似的承诺。我们要求美方停止对中国的污蔑抹黑，切实维护开放、公正、非歧视的营商环境，与各方共同制定普遍性的数据安全规则，促进全球数据有序自由流动。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 10,"彭博社记者：澳大利亚和菲律宾签署了一项加强海上安全合作的协议，其中包含加强对国际法的尊重。这是澳菲加强防卫合作的最新迹象。中方对此有何回应？
毛宁：当前，南海形势总体保持稳定。有关国家开展海上安全合作不得损害其他国家利益，不得破坏地区和平稳定。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年2月29日外交部发言人毛宁主持例行记者会 片段 11,"印度报业托拉斯记者：你刚才提到，安理会改革不应“服务少数国家私利”。这正是外界对五个常任理事国的批评之处。整个安理会体系为五个常任理事国的利益服务，其他会员国只能自行维护自身利益。
毛宁：联合国是具有最广泛代表性的国际机构，应当代表全世界所有国家。我不能认同安理会只代表常任理事国的利益，但是确实需要对安理会进行必要改革，使发展中国家、中小国家能够有更多机会参与安理会决策。具体怎么改革，要由会员国进行认真充分协商，照顾所有国家关切，让全体会员国都能从改革中受益。 相关附件",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202402/t20240229_11252087.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 1,"新华社记者：我们注意到，在坦桑尼亚达累斯萨拉姆举行的中非智库论坛第十三届会议上，中非学者发表了《中非智库关于深化全球发展合作的共识》，又称为“中非达累斯萨拉姆共识”。这一共识就当前世界面临的风险挑战发出中非声音，发言人对此有何评论？能否进一步介绍智库论坛会议有关情况？
汪文斌：中非智库论坛是中非合作论坛的重要分论坛之一。本次论坛会议吸引了来自中国和非洲共50个国家的智库学者、企业家、官员等300多人出席。中非学者以构建人类命运共同体理念为指引，深入探讨当前世界面临的重大问题和挑战，提出共同解决方案，形成了“中非达累斯萨拉姆共识”。“共识”呼吁国际社会本着相互尊重、团结合作、开放共赢、共同繁荣原则深化发展合作；提出要坚持以人民为中心的发展理念，为每个人追求美好生活创造良好制度环境；强调要加强文明对话而非文明冲突，尊重不同民族的历史文化传统和基础国情，支持各国走符合自身发展要求、具备各自文明特色的现代化道路。这些理念和建议体现了中非学术界的眼界和智慧，值得各方重视。 我们赞同“中非达累斯萨拉姆共识”提出的有关建议。中方一贯认为，中国和非洲等“全球南方”都有权分享经济全球化红利，获得加快自主发展的机会，应当通过有效市场和有为政府的结合，加强国际产业分工，在建立更具韧性的全球产供链进程中推动各自产业升级、改善产业结构。 今年是中非合作的大年。中方愿同非方一道，推动世界多极化朝着平等有序的方向发展，通过普惠包容的经济全球化激发全球经济增长的活力和动力，坚定促进贸易投资自由化便利化，推动国际金融体系改革，增加发展中国家的代表性和发言权，开辟中非共同发展新境界，开启中非命运共同体建设新篇章。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 2,"法新社记者：上周教皇方济各呼吁乌克兰停止战斗，并与俄罗斯谈判。乌克兰方面的回应是绝不会投降。中方是否也同样呼吁乌克兰停止战斗并与俄罗斯谈判？
汪文斌：在乌克兰问题上，中方始终秉持客观公正立场，坚持劝和促谈。习近平主席提出的“四个应该”是中方推动政治解决乌克兰危机的根本遵循。中方支持适时召开俄乌双方认可、各方平等参与、对所有和平方案进行公平讨论的国际和会，期待欧洲大陆早日恢复和平稳定，愿继续为此发挥建设性作用。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 3,"巴通社记者：3月10日，巴基斯坦人民党联合主席阿西夫·扎尔达里赢得总统选举后宣誓就职。中方对此有何回应？
汪文斌：我们热烈祝贺扎尔达里先生就任巴基斯坦总统，习近平主席已向扎尔达里总统致电祝贺。 中方高度重视中巴关系发展，愿同巴方一道努力，弘扬中巴传统友谊，推进各领域务实合作，推动中巴全天候战略合作伙伴关系取得更大发展，加快构建新时代更加紧密的中巴命运共同体。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 4,"塔斯社记者：周一，华盛顿战略与国际问题研究中心将讨论地面部队在美英澳三边安全伙伴关系（AUKUS）中的作用。外交部对此有何评论？
汪文斌：美英澳建立所谓的“三边安全伙伴关系”，本质上是通过军事合作挑动军事对抗，是典型的冷战思维，加大核扩散风险，加剧亚太军备竞赛，破坏地区和平稳定。中方和许多地区国家都对此表示严重关切和反对。 任何将美英澳军事合作扩大、升级的企图，都是朝更危险方向迈出的一步，只会引发地区国家和国际社会更大的担忧。我们敦促美英澳三国摒弃冷战思维，忠实履行国际义务，停止为地区和平稳定制造更大麻烦。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 5,"彭博社记者：菲律宾驻美大使表示，菲律宾正寻求与美国、日本、澳大利亚和其他盟友合作，开发南海的石油和天然气资源。此前，菲前任政府与中方就开发这些资源进行过讨论。中方对菲方调整战略有何评论？
汪文斌：南海问题是中国和部分东盟国家之间的问题，中方坚持同直接当事国通过谈判协商妥处包括资源开发在内的涉海争议。有关国家在南海开发资源不得损害中方的领土主权和海洋权益，更不得拉拢域外国家插手介入。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 6,"记者追问：发言人是否认为外国能源公司参与开发南海资源是对中国主权的干涉？
汪文斌：我刚才已表明中方立场。有关国家在南海开发资源不得损害中方的领土主权和海洋权益。拉拢域外国家插手介入南海问题，只会使事态进一步复杂化。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年3月11日外交部发言人汪文斌主持例行记者会 片段 7,"法新社记者：中国政府欧亚事务特别代表李辉最近访问了俄罗斯、乌克兰、欧盟总部和德国，讨论俄乌战争问题。请问此次访问是否取得了任何进展？如果有，能否告知是怎样的进展？
汪文斌：过去一周多时间里，李辉特别代表先后访问了俄罗斯、欧盟总部、波兰、乌克兰和德国，今天正在法国访问。此轮穿梭外交期间，李辉特代同各方以及瑞士外交部相关负责人举行会谈，传递信息、凝聚共识，就停火止战、政治解决乌克兰危机同各方深入交换意见。各方对中方的斡旋努力表示赞赏。 在乌克兰问题上，我们始终秉持客观公正立场，积极劝和促谈。我们支持适时召开俄乌双方认可、各方平等参与、对所有和平方案进行公平讨论的国际和会，愿继续为政治解决乌克兰危机发挥建设性作用。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202403/t20240311_11257602.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
