annotation_id,pair_id,source,dataset_name,speaker_a,turn_a,speaker_b,turn_b,resonance_present,label_reproduction,label_parallelism,label_selective_reuse,label_repair,label_contrast,label_analogy_candidate,evidence_span_a,evidence_span_b,annotator_note,uncertainty_reason,gold_candidate_status,top30_review_applied,reviewer_confidence,final_decision_note,previous_resonance_present,previous_label_reproduction,previous_label_parallelism,previous_label_selective_reuse,previous_label_repair,previous_label_contrast,previous_label_analogy_candidate,previous_evidence_span_a,previous_evidence_span_b,gold_candidate_v2_status,round2_review_applied,round2_reviewer_confidence,round2_final_decision_note,round2_previous_resonance_present,round2_previous_label_reproduction,round2_previous_label_parallelism,round2_previous_label_selective_reuse,round2_previous_label_repair,round2_previous_label_contrast,round2_previous_label_analogy_candidate,round2_previous_evidence_span_a,round2_previous_evidence_span_b,gold_candidate_v3_status,final_sanity_review_applied,final_sanity_reviewer_confidence,final_sanity_final_decision_note,final_sanity_previous_resonance_present,final_sanity_previous_label_reproduction,final_sanity_previous_label_parallelism,final_sanity_previous_label_selective_reuse,final_sanity_previous_label_repair,final_sanity_previous_label_contrast,final_sanity_previous_label_analogy_candidate,final_sanity_previous_evidence_span_a,final_sanity_previous_evidence_span_b,final_sanity_inferred_from_user_message,final_sanity_changed_fields,gold_v1_status,gold_v1_freeze_source,gold_v1_frozen_at
F300V1-0041,2696642,访谈语料,mfa_press,郭嘉昆,金砖国家是新兴市场国家和发展中国家合作的重要平台，为世界多极化和国际关系民主化注入强劲动力，得到南方国家广泛认同。金砖国家重视“全球南方”伙伴参与金砖合作的积极意愿，欢迎马来西亚和更多志同道合的伙伴参与金砖合作，共同推动国际秩序朝着更加公正合理方向发展。,《北京青年报》记者,《全面禁止核试验条约》组织筹委会临时技术秘书处执行秘书弗洛伊德在社交平台表示，2026年是条约达成30周年，中国在开放签署首日即签署条约，积极推进国际监测台站核证等工作；中国启动两所辅助地震台站核证程序，体现了中方践行多边主义、致力于全球和平与安全。请问中方对此有何评论？,no,0,0,0,0,0,0,,,A与B话题明显跳转，缺少相邻回应关系和可定位的共鸣机制。,,top30_reviewed,1,high,A与B话题明显跳转，B未稳定承接A中的金砖合作议题，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0042,2725697,文本对话,朱子语类,问者,『人不知而不愠』，此是所得深后，外物不足为轻重。学到此方始是成否？,朱子,此事极难。愠，非勃然而怒之谓，只有些小不快活处便是,yes,1,0,1,1,0,0,不愠,愠,B复现“愠”，并对该词义作解释和澄清，属于选择性承接和修正。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0043,2651422,多模态语料,local-audio-demo,,你一旦告诉我它是兔子,,我就没法吃了,yes,0,1,1,0,0,0,一旦告诉我它是兔子,我就没法吃了,B补全A提出的条件结构，形成“一旦……就……”的跨话轮结构配合。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0044,2694236,访谈语料,china_live,,南方日报、南方+记者：近日，台“民主文教基金会”公布的一份岛内民调显示，对于两岸如果发生军事冲突，有54.4%受访者认为美国一定不会或可能不会无条件出兵保护台湾，认为会的仅为28.6%。请问对此有何评论？,张晗,有关民调再次表明，越来越多台湾同胞认识到“台独”是绝路、外人靠不住，认识到在美国眼里，台湾只是遏制大陆发展的“棋子”，也是随时可以被抛弃的“弃子”。 必须强调，台湾问题纯属中国内政，不容任何外来干涉。民进党当局顽固“倚美谋独”，换不来安全与和平，只会祸及当下，贻害子孙。,yes,1,0,1,0,0,0,民调 ||| 台湾,有关民调 ||| 台湾,B复现A中的“民调/台湾”议题，并围绕该议题展开回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0045,2724332,文本对话,清平山堂话本,夫人,妾闻'男冠而有室，女笄而有家'，今琼年二十，闺房之事，想已知之。且琛居门下，亦有年矣，而琼岂无思念之心？妾视动静之间，俱有不足之意；不如早命纳琛为婿，庶免彰人之耳目。,,【彧】：依汝言也罢。,yes,0,0,1,0,0,0,早命纳琛为婿,依汝言也罢,B用“依汝言”稳定指回A提出的建议，并表示接受。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0046,2751328,日常对话,chatterbot-1k,,什么是共产主义,,"一个社会政治运动主张生产资料,并带来一个无阶级社会的阶级解决冲突的共同所有权。",yes,0,1,1,0,0,0,什么是共产主义,一个社会政治运动,B以定义内容填入A的“什么是共产主义”开放槽位，属于定义型填槽共鸣。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0047,2698763,文本对话,水浒传,董超,却怕使不的。开封府公文只叫解活的去，却不曾教结果了他。亦且本人年纪又不高大，如何作的这缘故？倘有些兜答，恐不方便。,薛霸,董超，你听我说。高太尉便叫你我死，也只得依他，莫说使这官人又送金子与俺。你不要多说，和你分了罢，落得做人情，日后也有照顾俺处。前头有的是大松林猛恶去处，不拣怎的与他结果了罢。,yes,1,0,1,0,1,0,结果了他 ||| 如何作的,结果了罢,B复现“结果”相关行动，并反向推动A所担忧的行为，形成对比性回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0048,2937964,网络回帖,tieba-305w,上帖,因为曼联的原因，我也看桑德兰的比赛，抛开成绩，桑德兰打的还是不错的，运气不好，加上23号和28号两个煞笔坑货，希望前曼联主帅走出低谷,回帖,是，比在曼联时踢的有信心,yes,1,0,1,0,0,0,曼联,曼联,B复现“曼联”这一比较参照，并继续评价相关比赛表现。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0049,2677616,文本对话,雷雨,鲁四凤,爸爸，您留几句回家说吧，这是人家周公馆！,鲁贵,咦，周公馆也挡不住我跟我女儿谈家务啊！我跟你说，你的妈……,yes,1,0,1,0,1,0,周公馆 ||| 回家说,周公馆 ||| 家务,B复现“周公馆”，并反驳A把谈话推迟到回家的限制。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0050,2708953,文本对话,西游记,老怪,那差来的叫做甚么名字？,行者,他叫做巴山虎，我叫做倚海龙。,yes,1,1,1,0,0,0,叫做甚么名字,叫做巴山虎 ||| 叫做倚海龙,B复用“叫做”命名框架，并以两个名字填入A的问题槽位。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0051,2733784,文本对话,孟子,陈臻,前日于齐，王馈兼金一百而不受；于宋，馈七十镒而受；于薛，馈五十镒而受。前日之不受是，则今日之受非也；今日之受是，则前日之不受非也。夫子必居一于此矣,孟子,皆是也。当在宋也，予将有远行。行者必以赆，辞曰：‘馈赆。’予何为不受？当在薛也，予有戒心。辞曰：‘闻戒。’故为兵馈之，予何为不受？若于齐，则未有处也。无处而馈之，是货之也。焉有君子而可以货取乎？,yes,1,0,1,1,1,0,不受 ||| 受,皆是也 ||| 何为不受,B复现“受/不受”问题，并对A提出的矛盾判断作解释和修正。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0052,2735205,文本对话,朴通事,乙,错”字怎麽写？,甲,金”傍做“昔”字便是。,yes,0,1,1,0,0,0,怎麽写,金”傍做“昔”字,B以字形构成填入A的“怎么写”槽位，属于书写说明型填槽。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0053,2735845,文本对话,世说新语,桓宣武,刘东曹何以不下意？,刘简,会不能用。,yes,0,0,1,0,0,0,何以不下意,会不能用,B以原因性短答回应A的“何以”提问，属于弱选择性承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0054,2734117,文本对话,论语,哀公,弟子孰为好学？,孔子,有颜回者好学，不迁怒，不贰过，不幸短命死矣！今也则亡，未闻好学者也,yes,1,1,1,0,0,0,孰为好学,颜回者好学,B复现“好学”，并以“颜回”填入A的“孰为”人物槽位。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0055,2717672,文本对话,平凡的世界,田主任,噢……孙玉厚的二小子！都长这么大了。和你爸一样，大个子！……是不是和晓霞一个班？,润叶,和晓霞不一个班，和润生是一个班。,yes,1,1,1,1,1,0,和晓霞一个班,和晓霞不一个班 ||| 和润生是一个班,B复用“和X一个班”框架，并修正A关于班级关系的判断。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0056,2679929,文本对话,红楼梦,尤氏,好妹妹，媳妇听你的话，你去开导开导他，我也放心。你就快些过园子里来。,王夫人,你看看就过去罢，那是侄儿媳妇。,yes,1,0,1,0,0,0,过园子里来,过去罢,B复现“过”这一行动方向，选择性承接A提出的过去看望/开导行动。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0057,2721869,日常对话,青云语料,问,哎、忘不了怎么办,答,如果你忘不掉过去，那就干脆不要忘记了，埋在心底，作为你人生故事的一部分,yes,1,0,1,0,1,0,忘不了,忘不掉 ||| 不要忘记,B复现“忘”，并把A的“忘不了”问题转化为“不必忘记”的反向建议。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0058,2764194,影视对白,subtitle-useless,,我撒了谎一切都是谎言,,那好Barnes先生你撒了谎,yes,1,0,1,0,0,0,撒了谎,撒了谎,B直接复现A中的“撒了谎”，并以此确认前句信息。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0059,2723756,文本对话,唐传奇,其人,我合食尔，尔何反有是言？,道士,君有罪于上帝，被谪在此为虎，令食一千人。吾今已食九百九十九人，唯欠汝一人，其数当足。吾今不幸，为汝窃皮，若不归，吾必须别更为虎，又食一千人矣。今有一计，吾与汝俱获两全，可乎？,yes,1,0,1,1,0,0,食尔,食九百九十九人 ||| 唯欠汝一人,B复现“食”的核心行动，并解释A质问中的吃人关系，形成修正性说明。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0060,2723072,文本对话,骆驼祥子,祥子,那敢情好！,曹先生,不过，这我可不能完全作主，得跟太太商议商议！,yes,0,0,1,0,1,0,敢情好,不过,B承接A的正面评价后用“不过”提出限制条件，形成选择性承接和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0061,2694031,访谈语料,china_interview,主持人,近些年来香港本土的激进主义又有抬头了，包括从非法“占中”到旺角暴乱等等，甚至出现了“港独”。您如何看待这种矛盾？,黄平,这是政治问题。我们是在“一国”下实行“两制”，而且“两制”下，日常还是“港人治港”，这个还是要坚持。但是既然是这么一个现实情况下，不同的党派，有反特首、反特区政府，包括对中央、国家的某项政策有意见，那是正常的。但是涉及到国本……,yes,0,0,1,0,0,0,港独 ||| 矛盾,政治问题 ||| 一国,B选择性承接A提出的香港激进主义和矛盾问题，并将其归入政治问题框架。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0062,2972719,日常对话,douban-multiturn-100w,甲,我不用电话啊我不说豆油联系吗我长得高大肥硕你应该凭直觉就认得我啊还是缘分浅啊以后有缘再见,乙,啊那好吧,no,0,0,0,0,0,0,,,B只是接受A的说法并结束话题，没有可定位的复现、填槽或结构映射。,,top30_reviewed,1,high,B只是接受A的说法并结束话题，没有可定位的复现、填槽或结构映射，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0063,2734463,文本对话,老乞大,甲,那个是刘清甫酒馆，是我街坊，怎麽不认的？,乙,虽然这般时，房子委实窄，宿不得。,yes,0,0,1,0,1,0,怎麽不认的,虽然这般时,B以“虽然这般”指回A的理由，同时转入房子太窄的限制，形成让步式对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0064,3092790,日常对话,qingyun-11w,问,是不是本命年的命运都不好,答,是的,no,0,0,0,0,0,0,,,B只是对是非问句作简单确认，没有形成可定位的核心机制。,,top30_reviewed,1,high,B只是对是非问句作简单确认，没有形成可定位核心机制，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0065,2946618,日常对话,chatterbot,,谁是你妈妈,,其实我没有妈妈。,yes,1,0,1,0,1,0,你妈妈,没有妈妈,B复现“妈妈”，并否定A问题中预设的对象存在。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0066,2772066,网络回帖,贴吧回帖,上文,打错字了，妈是吗,回帖,那现在大陆怎么还让香港人这样选啊，明知道指定选两三个不民主,no,0,0,0,0,0,0,,,A与B话题错位，B没有稳定承接A关于错字的内容。,,top30_reviewed,1,high,A与B话题错位，B没有稳定承接A关于错字的内容，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0067,2697201,访谈语料,mfa_press,法新社记者,美国财政部上周五对一家总部位于北京的网络安全公司实施制裁。他们指责该公司帮助中国黑客渗透美国通信系统并进行监视。请问中方有何回应？,郭嘉昆,关于所谓网络攻击问题，中方已多次阐明立场。中方一贯坚决反对并依法打击黑客攻击行为，敦促美方停止利用网络安全问题污蔑抹黑中国。一段时间以来，美方大肆炒作所谓“中国黑客攻击”，甚至发起对华非法单边制裁。中方对此坚决反对，将采取必要措施维护中方的合法权益。,yes,1,0,1,1,1,0,网络安全公司 ||| 中国黑客,网络攻击问题 ||| 中国黑客攻击,B复现网络攻击和中国黑客相关议题，并对A中的指责作立场性反驳。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0068,2727131,文本对话,朱子语类,问者,横渠说，以为『予所否厄者，是天厌弃之』。此说如何？,朱子,大抵后来人讲经，只为要道圣人必不如此，须要委曲迁就，做一个出路，却不必如此。横渠论看诗，教人平心易气求之。到他说诗，又却不然,yes,1,0,1,1,1,0,横渠说 ||| 此说如何,横渠论看诗 ||| 又却不然,B复现“横渠”并评价其说法，对A提出的观点进行解释和修正。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0069,2651496,多模态语料,local-audio-demo,,特别好吃,,我觉得是最好吃的苹果片,yes,1,1,1,0,0,0,特别好吃,最好吃的苹果片,B复现“好吃”评价，并把A的一般评价升级为最高程度评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0070,2694182,访谈语料,china_live,红星新闻记者,我的问题是，新一轮大规模更新设备和消费品以旧换新开展以来，交通运输行业开展了哪些工作？取得了怎样的进展？谢谢。,李扬,请规划司的金敬东先生介绍一下情况。,no,0,0,0,0,0,0,,,B只是将问题转交给他人介绍情况，不复用A的问题结构资源。,,top30_reviewed,1,high,B只是将问题转交给他人介绍情况，不复用A的问题结构资源，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0071,2724417,文本对话,清平山堂话本,长老,官人何来？,陈巡检,万望长老慈悲，指点陈辛寻得孺人回乡，不忘重恩。,no,0,0,0,0,0,0,,,B未回答A的“何来”问题，而是转入求助请求，缺少稳定映射。,,top30_reviewed,1,high,B未回答A的“何来”问题，而是转入求助请求，缺少稳定映射，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0072,2751095,日常对话,chatterbot-1k,,你感觉情绪,,你感觉,uncertain,?,?,?,?,?,0,你感觉,你感觉,B机械复现“你感觉”，但话轮语义不完整，难以判断是否构成有效共鸣。,机械重复且语义残缺，暂不强行判定。,top30_reviewed,1,low,机械复现“你感觉”，但话轮语义不完整，无法稳定判断是否构成有效共鸣，保留uncertain。,uncertain,?,?,?,?,?,0,你感觉,你感觉,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0073,2701652,文本对话,水浒传,宋江,那个兄弟替我下手？,李逵,我与哥哥动手割这厮！我看他肥胖了，倒好烧吃。,yes,1,0,1,0,0,0,替我下手,我与哥哥动手,B复现“下手/动手”行动框架，并主动填入执行者。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0074,2725291,网络回帖,tieba-305w,上帖,正解鲁尼根本不爱曼联，自己都说永远是蓝色的心，可笑一些人蜜总拿情怀说事，听了就跟吃了苍蝇一样恶心强行把一个两次闹离队的埃弗顿球迷捧成曼联传奇，我真是呵呵，我现在最好奇的是鲁尼退役后会出现在哪一个球场的看台,回帖,让这种人当队长也是欺负我魔没人了,yes,0,0,1,0,0,0,鲁尼 ||| 曼联,这种人 ||| 我魔,B用“这种人”稳定指回A评价的对象，并继续围绕曼联身份展开负面评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0075,2678181,文本对话,雷雨,鲁侍萍,上次我走的时候，我不知道我的事情怎么样。外面人地生疏，在这儿四凤有邻居张大婶照应她，我自然不带她走。现在我那边的事已经定了。四凤在这儿又没有事，我为什么不带她走？,鲁四凤,您，您真要带我走？,yes,1,0,1,0,0,0,带她走,带我走,B复现“带……走”框架，并将A谈论的第三人称转换为第一人称追问。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0076,2710669,文本对话,西游记,行者,“我先去！我先去！”,唐僧,“徒弟呀，仔细些，那里不是耍处。”,yes,0,0,1,0,0,0,我先去,仔细些,B承接A“先去”的行动意向，并给出针对该行动的提醒。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0077,2733924,文本对话,孟子,万章,请无以辞却之，以心却之，曰‘其取诸民之不义也’，而以他辞无受，不可乎？,孟子,其交也以道，其接也以礼，斯孔子受之矣,yes,1,0,1,0,1,0,无受,受之矣,B复现“受/无受”的接受问题，并提出相反的条件性判断。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0078,2735357,文本对话,朴通事,甲,你不卖将家去就饭吃？,乙,黄豆来大的，血点也似，好颜色圆净的，价钱大，你要那？,no,0,0,0,0,0,0,,,B转入描述商品颜色和价钱，未稳定回应A关于是否卖掉就饭的问题。,,top30_reviewed,1,high,B转入描述商品颜色和价格，未稳定回应A关于是否卖掉就饭的问题，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0079,2736338,文本对话,世说新语,桓公,遂使神州陆沈，百年丘墟，王夷甫诸人，不得不任其责！,袁虎,运自有废兴，岂必诸人之过？,yes,1,0,1,0,1,0,诸人 ||| 不得不任其责,诸人之过,B复现“诸人”，并反问责任是否必然归于他们，形成反向评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0080,2734254,文本对话,论语,子路,子见夫子乎？,丈人,四体不勤，五谷不分，孰为夫子？,yes,1,0,1,0,1,0,夫子,夫子,B复现“夫子”，并用反问挑战A关于见夫子的设问。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0081,2719051,文本对话,平凡的世界,润生,少安给我姐送了一块毛毯，托少平捎来了，少平说要交给你。,田福堂,那让他进来一块吃饭嘛！,yes,0,0,1,0,0,0,少平,他,B用“他”稳定指回A中“少平”，并围绕其是否进来吃饭提出后续行动。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0082,2681662,文本对话,红楼梦,宝玉,既这么着，你也不许洗去，只洗洗手来拿果子来吃罢。,晴雯,我慌张的很，连扇子还跌折了，那里还配打发吃果子。倘或再打破了盘子，还更了不得呢。,yes,1,0,1,0,1,0,拿果子来吃,那里还配打发吃果子,B复现“果子”，但以“不配打发”拒绝A的安排，形成选择性承接和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0083,2723392,日常对话,青云语料,问,"想出去旅行,可是没钱,给点路费",答,没钱就去赚,yes,1,0,1,0,0,0,没钱,没钱就去赚,B复现“没钱”，并把A的困难转化为解决建议。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0084,2760936,影视对白,subtitle-useless,,我这么说吧,,我不想说我这是在警告你,yes,1,0,1,0,1,0,说,不想说,B复现“说”，并以“不想说”修正/抵消A的“这么说”发话姿态。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
